Sp_name,Sci_name,Sp._grp,Sp_ISSCAAP,n,Dom_level,Year,SUM_tonnes,Updated_Dom_level,Binary,Binary#,10yr_prod,Notes
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1986,10416,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1987,16556,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1988,25812,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1989,30293,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1990,39164,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1991,44385,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1992,48513,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1993,49154,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1994,58700,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1995,58360,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1996,76197,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1997,84867,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1998,88302,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,1999,89475,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2000,108626,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2001,150986,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2002,112845,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2003,102405,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2004,99942,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2005,115223,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2006,130267,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2007,119044,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2008,105126,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2009,172730,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2010,137510,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2011,159696.3,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2012,171683.76,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2013,156792,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2014,171751.3,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2015,140956.5,5,DA,1,yes,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,5,2016,124188,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1950,92616,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1951,91570,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1952,94062,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1953,104888,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1954,125927,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1955,136049,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1956,142547,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1957,160710,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1958,136359,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1959,158682,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1960,168193,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1961,173643,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1962,162425,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1963,172455,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1964,186825,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1965,197187,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1966,209094,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1967,222734,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1968,224307,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1969,229176,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1970,241752,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1971,252200,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1972,287980,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1973,305615,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1974,319050,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1975,352886,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1976,340695,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1977,355760,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1978,343739,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1979,355515,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1980,365238,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1981,415763,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1982,449251,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1983,479494,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1984,607198,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1985,681319,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1986,837346,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1987,1047843,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1988,1087750,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1989,1009590,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1990,1134344,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1991,1018282,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1992,1136792,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1993,1319089,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1994,1535905,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1995,1827370,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1996,2041280,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1997,2060400,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1998,2184830,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,1999,2347277,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2000,2410392,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2001,2749674,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2002,2813522,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2003,2956101,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2004,2559611,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2005,2666316.15,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2006,2695208.16,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2007,2816376.68,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2008,2974494.54,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2009,3145844.37,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2010,3420656.96,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2011,3496864.966,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2012,3752682.94,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2013,3968053.405,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2014,4160956.635,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2015,4329150.047,5,DA,1,yes,
Common carp,Cyprinus carpio,PISCES,"Carps, barbels and other cyprinids",67,5,2016,4556621.668,5,DA,1,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,1996,1,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,1997,1,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2002,20,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2003,20,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2005,10,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2006,14,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2007,15,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2008,20,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2009,10.05,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2010,10,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2011,9,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2012,162.637,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2013,55,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2014,120.356,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2015,136.135,3,CBA,0,yes,
Common dentex,Dentex dentex,PISCES,Miscellaneous coastal fishes,16,3,2016,44.106,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2000,2,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2001,7,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2002,19,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2003,74,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2004,181,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2005,233,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2006,197,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2007,179,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2008,113,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2009,42,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2010,17,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2011,0.1,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2012,7.2,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2013,27.5,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2014,15.3,3,CBA,0,yes,
Common pandora,Pagellus erythrinus,PISCES,Miscellaneous coastal fishes,16,3,2016,0.04,3,CBA,0,yes,
Common snook,Centropomus undecimalis,PISCES,Miscellaneous coastal fishes,3,2,1994,331,2,CBA,0,no,
Common snook,Centropomus undecimalis,PISCES,Miscellaneous coastal fishes,3,2,1995,287,2,CBA,0,no,
Common snook,Centropomus undecimalis,PISCES,Miscellaneous coastal fishes,3,2,1996,300,2,CBA,0,no,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1978,2,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1979,2,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1980,4,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1981,2,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1982,30,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1983,34,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1984,35,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1985,42,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1986,47,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1987,44,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1988,45,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1989,12,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1990,11,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1991,13,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1992,18,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1993,17,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1994,15,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1995,30,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1996,31,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1997,25,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1998,22,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,1999,19,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2000,23,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2001,60,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2002,10,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2003,24,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2004,74,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2005,11,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2006,9,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2007,19,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2008,32.23,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2009,30.372,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2010,125.18,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2011,71.151,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2012,48.37,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2013,166.711,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2014,94.361,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2015,148.518,3,CBA,0,yes,
Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",39,3,2016,10.89,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,1986,1,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,1987,25,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,1988,30,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,1989,1,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,1990,1,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,1991,100,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,1992,100,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,1993,33,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,2008,18.098,3,CBA,0,yes,
Common two-banded seabream,Diplodus vulgaris,PISCES,Miscellaneous coastal fishes,10,3,2010,11.8,3,CBA,0,yes,
Crevalle jack,Caranx hippos,PISCES,Miscellaneous pelagic fishes,6,1,2002,2,1,CBA,0,no,
Crevalle jack,Caranx hippos,PISCES,Miscellaneous pelagic fishes,6,1,2003,2,1,CBA,0,no,
Crevalle jack,Caranx hippos,PISCES,Miscellaneous pelagic fishes,6,1,2004,2,1,CBA,0,no,
Crevalle jack,Caranx hippos,PISCES,Miscellaneous pelagic fishes,6,1,2010,1,1,CBA,0,no,
Crevalle jack,Caranx hippos,PISCES,Miscellaneous pelagic fishes,6,1,2011,5,1,CBA,0,no,
Crevalle jack,Caranx hippos,PISCES,Miscellaneous pelagic fishes,6,1,2012,0.021,1,CBA,0,no,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1974,85,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1975,126,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1976,125,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1977,193,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1978,532,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1979,204,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1980,133,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1981,214,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1982,277,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1983,318,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1984,127,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1985,73,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1986,346,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1987,300,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1988,133,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1989,505,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1990,94,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1991,52,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1992,117,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1993,122,3,CBA,0,yes,
Crimson seabream,Evynnis japonica,PISCES,Miscellaneous coastal fishes,21,3,1994,52,3,CBA,0,yes,
Crimson snapper,Lutjanus erythropterus,PISCES,Miscellaneous coastal fishes,1,NA,2016,100.7801,1,CBA,0,no,
Daggertooth pike conger,Muraenesox cinereus,PISCES,Miscellaneous demersal fishes,1,1,2000,3,1,CBA,0,no,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2005,576,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2006,2519,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2007,1225,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2008,397,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2009,34,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2011,136,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2012,120,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2013,95,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2014,130,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2015,207,2,CBA,0,yes,
Dotted gizzard shad,Konosirus punctatus,PISCES,Shads,11,2,2016,390,2,CBA,0,yes,
Emperor red snapper,Lutjanus sebae,PISCES,Miscellaneous coastal fishes,1,NA,2015,1,1,CBA,0,no,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1950,160,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1951,226,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1952,201,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1953,240,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1954,273,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1955,296,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1956,332,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1957,360,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1958,402,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1959,436,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1960,474,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1961,526,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1962,571,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1963,621,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1964,681,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1965,756,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1966,833,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1967,899,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1968,964,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1969,1062,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1970,1163,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1971,1290,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1972,1328,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1973,1478,2,CBA,0,yes,
European eel,Anguilla anguilla,PISCES,River eels,67,2,1974,2249,2,CBA,0,yes,
