Sp_name,Sci_name,Sp._grp,Sp_ISSCAAP,n,Year,SUM_tonnes,Binary,10yr_prod,L_inf_cm,K,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1983,648.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1984,838.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1985,1572.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1986,1865.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1987,2314.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1988,3113.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1989,4532.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1990,7076.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1991,8330.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1992,10327.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1993,10804.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1994,12562.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1995,13578.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1996,16553.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1997,34857.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1998,29882.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,1999,28583.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2000,21202.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2001,23064.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2002,29569.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2003,40473.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2004,37382.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2005,44666.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2006,48465.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2007,45764.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2008,50596.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2009,59328.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2010,44909.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2011,44280.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2012,42496.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2013,39445.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2014,44740.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2015,48304.00,DA,yes,103.00,0.15,,,
Bastard halibut,Paralichthys olivaceus,PISCES,"Flounders, halibuts, soles",34,2016,43929.00,DA,yes,103.00,0.15,,,
Big-scale sand smelt,Atherina boyeri,PISCES,Miscellaneous pelagic fishes,6,2010,1.00,CBA,no,10.89,0.62,,,
Big-scale sand smelt,Atherina boyeri,PISCES,Miscellaneous pelagic fishes,6,2011,1.01,CBA,no,10.89,0.62,,,
Big-scale sand smelt,Atherina boyeri,PISCES,Miscellaneous pelagic fishes,6,2012,1.10,CBA,no,10.89,0.62,,,
Big-scale sand smelt,Atherina boyeri,PISCES,Miscellaneous pelagic fishes,6,2013,0.40,CBA,no,10.89,0.62,,,
Big-scale sand smelt,Atherina boyeri,PISCES,Miscellaneous pelagic fishes,6,2014,0.67,CBA,no,10.89,0.62,,,
Big-scale sand smelt,Atherina boyeri,PISCES,Miscellaneous pelagic fishes,6,2015,1.35,CBA,no,10.89,0.62,,,
Bigeye trevally,Caranx sexfasciatus,PISCES,Miscellaneous pelagic fishes,3,2013,1.28,CBA,no,74.07,0.24,,,
Bigeye trevally,Caranx sexfasciatus,PISCES,Miscellaneous pelagic fishes,3,2014,2.00,CBA,no,74.07,0.24,,,
Bigeye trevally,Caranx sexfasciatus,PISCES,Miscellaneous pelagic fishes,3,2015,0.03,CBA,no,74.07,0.24,,,
Black grouper,Mycteroperca bonaci,PISCES,Miscellaneous coastal fishes,1,2013,2.22,CBA,no,133.33,0.15,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1974,4.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1975,6.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1976,61.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1977,67.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1978,112.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1979,104.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1980,150.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1981,136.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1982,171.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1983,162.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1984,158.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1985,243.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1986,165.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1987,104.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1988,123.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1989,327.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1990,454.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1991,458.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1992,897.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1993,3145.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1994,3474.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1995,6849.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1996,3055.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1997,4095.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1998,3644.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,1999,2069.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2000,1353.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2001,1294.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2002,1029.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2003,727.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2004,631.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2005,3093.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2006,3221.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2007,3396.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2008,2003.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2009,2008.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2010,2618.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2011,1640.10,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2012,2145.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2013,1161.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2014,1138.21,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2015,1522.00,DA,yes,50.00,0.22,,,
Blackhead seabream,Acanthopagrus schlegeli,PISCES,Miscellaneous coastal fishes,43,2016,1544.99,DA,yes,50.00,0.22,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2002,2.00,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2003,22.00,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2004,100.00,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2005,118.00,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2006,134.00,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2007,194.00,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2008,225.00,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2009,183.35,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2010,214.20,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2011,245.04,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2012,186.50,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2013,228.13,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2014,172.00,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2015,171.00,DA,yes,35.25,0.14,,,
Blackspot(=red) seabream,Pagellus bogaraveo,PISCES,Miscellaneous coastal fishes,15,2016,178.00,DA,yes,35.25,0.14,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2004,1.00,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2005,45.00,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2008,64.00,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2009,94.00,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2010,79.58,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2011,44.72,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2012,34.55,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2013,86.24,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2014,123.29,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2015,45.07,CBA,yes,113.33,0.18,,,
Brown-marbled grouper,Epinephelus fuscoguttatus,PISCES,Miscellaneous coastal fishes,11,2016,4.18,CBA,yes,113.33,0.18,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1984,135.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1985,234.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1986,698.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1987,1829.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1988,4703.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1989,10418.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1990,14998.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1991,24349.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1992,16147.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1993,14875.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1994,11375.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1995,13444.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1996,15134.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1997,9414.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1998,12494.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,1999,14708.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2000,16664.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2001,19831.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2002,19852.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2003,22026.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2004,8324.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2005,10404.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2006,9679.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2007,11310.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2008,9152.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2009,12995.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2010,13541.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2011,15131.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2012,14085.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2013,12972.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2014,10840.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2015,12474.00,DA,yes,120.75,0.54,,,
Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,PISCES,"Salmons, trouts, smelts",33,2016,12943.00,DA,yes,120.75,0.54,,,
Chum(=Keta=Dog) salmon,Oncorhynchus keta,PISCES,"Salmons, trouts, smelts",7,1986,4.00,DA,no,95.00,0.35,,,
Chum(=Keta=Dog) salmon,Oncorhynchus keta,PISCES,"Salmons, trouts, smelts",7,1987,10.00,DA,no,95.00,0.35,,,
Chum(=Keta=Dog) salmon,Oncorhynchus keta,PISCES,"Salmons, trouts, smelts",7,1997,36.00,DA,no,95.00,0.35,,,
Chum(=Keta=Dog) salmon,Oncorhynchus keta,PISCES,"Salmons, trouts, smelts",7,1998,40.00,DA,no,95.00,0.35,,,
Chum(=Keta=Dog) salmon,Oncorhynchus keta,PISCES,"Salmons, trouts, smelts",7,2001,4.00,DA,no,95.00,0.35,,,
Chum(=Keta=Dog) salmon,Oncorhynchus keta,PISCES,"Salmons, trouts, smelts",7,2003,2.00,DA,no,95.00,0.35,,,
Chum(=Keta=Dog) salmon,Oncorhynchus keta,PISCES,"Salmons, trouts, smelts",7,2004,1.00,DA,no,95.00,0.35,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,1995,3.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,1996,13.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,1997,9.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,1998,961.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,1999,820.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2000,2626.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2001,3225.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2002,2419.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2003,18664.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2004,18461.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2005,20457.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2006,23234.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2007,30369.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2008,26576.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2009,33481.00,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2010,39328.70,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2011,39378.44,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2012,51517.06,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2013,44623.15,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2014,41232.93,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2015,42494.03,DA,yes,152.85,0.33,,,
Cobia,Rachycentron canadum,PISCES,Miscellaneous pelagic fishes,22,2016,43107.31,DA,yes,152.85,0.33,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1962,5.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1963,13.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1964,20.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1965,63.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1966,106.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1967,146.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1968,184.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1969,219.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1970,250.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1971,290.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1972,320.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1973,350.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1974,380.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1975,420.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1976,465.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1977,480.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1978,569.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1979,971.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1980,2560.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1981,1746.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1982,2921.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1983,3509.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1984,6412.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1985,9361.00,DA,yes,98.00,0.98,,,
Coho(=Silver) salmon,Oncorhynchus kisutch,PISCES,"Salmons, trouts, smelts",55,1986,10416.00,DA,yes,98.00,0.98,,,
