,ID,Sp_name,Sci_name,Group,ISSCAAP,Country,Fishing_area,AQ_median,AQ_q25,AQ_q75,AQ_medianNOW,AQ_q25NOW,AQ_q75NOW,Net_Median,Net_q25,Net_q75,Larval_M,Adult_M,CAPSUM_tonnes,AQSUM_tonnes,Positive,Percent_spared
299,"Solea solea_France_Atlantic, Northeast",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",France,"Atlantic, Northeast",3036.6,2657,3542.7,3864.75,3864.75,3864.75,828.15,322.05,1207.75,0.45,0.25,5153,0,1,0.16
300,Solea solea_France_Mediterranean and Black Sea,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",France,Mediterranean and Black Sea,67.8,59.3,79.1,86.25,86.25,86.25,18.45,7.15,26.95,0.45,0.25,115,0,1,0.16
301,"Solea solea_Germany_Atlantic, Northeast",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Germany,"Atlantic, Northeast",518,453.2,604.3,659.25,659.25,659.25,141.25,54.95,206.05,0.45,0.25,879,0,1,0.16
302,"Solea solea_Greece_Atlantic, Eastern Central",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Greece,"Atlantic, Eastern Central",30.7,26.8,35.8,39,39,39,8.3,3.2,12.2,0.45,0.25,52,0,1,0.16
303,Solea solea_Greece_Mediterranean and Black Sea,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Greece,Mediterranean and Black Sea,345.9,302.7,403.6,440.25,440.25,440.25,94.35,36.65,137.55,0.45,0.25,587,0,1,0.16
304,"Solea solea_Ireland_Atlantic, Northeast",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Ireland,"Atlantic, Northeast",119,104.2,138.9,151.5,151.5,151.5,32.5,12.6,47.3,0.45,0.25,202,0,1,0.16
305,"Solea solea_Italy_Atlantic, Eastern Central",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Italy,"Atlantic, Eastern Central",12.4,10.8,14.4,15.75,15.75,15.75,3.35,1.35,4.95,0.45,0.25,21,0,1,0.16
306,Solea solea_Italy_Mediterranean and Black Sea,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Italy,Mediterranean and Black Sea,1389.5,1215.8,1621.1,1767.65,1767.25,1768.15,378.15,147.05,551.45,0.45,0.25,2353,5,1,0.16
307,Solea solea_Libya_Mediterranean and Black Sea,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Libya,Mediterranean and Black Sea,67.8,59.3,79.1,86.25,86.25,86.25,18.45,7.15,26.95,0.45,0.25,115,0,1,0.16
308,"Solea solea_Morocco_Atlantic, Eastern Central",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Morocco,"Atlantic, Eastern Central",2083.1,1822.7,2430.3,2651.25,2651.25,2651.25,568.15,220.95,828.55,0.45,0.25,3535,0,1,0.16
309,Solea solea_Morocco_Mediterranean and Black Sea,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Morocco,Mediterranean and Black Sea,46,40.2,53.6,58.5,58.5,58.5,12.5,4.9,18.3,0.45,0.25,78,0,1,0.16
310,"Solea solea_Netherlands_Atlantic, Northeast",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Netherlands,"Atlantic, Northeast",5667.1,4958.8,6611.7,7212.75,7212.75,7212.75,1545.65,601.05,2253.95,0.45,0.25,9617,0,1,0.16
311,"Solea solea_Norway_Atlantic, Northeast",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Norway,"Atlantic, Northeast",1.2,1,1.4,1.5,1.5,1.5,0.3,0.1,0.5,0.45,0.25,2,0,1,0.15
312,"Solea solea_Portugal_Atlantic, Northeast",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Portugal,"Atlantic, Northeast",263,230.1,306.8,334,333.7,334.5,71,27.7,103.6,0.45,0.25,442,4.29,1,0.16
313,Solea solea_Slovenia_Mediterranean and Black Sea,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Slovenia,Mediterranean and Black Sea,6.4,5.7,7.6,8.25,8.25,8.25,1.85,0.65,2.55,0.45,0.25,11,0,1,0.17
314,"Solea solea_Spain_Atlantic, Northeast",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Spain,"Atlantic, Northeast",134.9,118.1,157.4,171.75,171.75,171.75,36.85,14.35,53.65,0.45,0.25,229,0,1,0.16
315,"Solea solea_Spain_Atlantic, Eastern Central",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Spain,"Atlantic, Eastern Central",14.2,12.4,16.5,18,18,18,3.8,1.5,5.6,0.45,0.25,24,0,1,0.16
316,Solea solea_Spain_Mediterranean and Black Sea,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Spain,Mediterranean and Black Sea,69.5,60.8,81.2,88.5,88.5,88.5,19,7.3,27.7,0.45,0.25,118,0,1,0.16
317,"Solea solea_Sweden_Atlantic, Northeast",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Sweden,"Atlantic, Northeast",8.9,7.7,10.4,11.25,11.25,11.25,2.35,0.85,3.55,0.45,0.25,15,0,1,0.16
318,Solea solea_Tunisia_Mediterranean and Black Sea,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Tunisia,Mediterranean and Black Sea,578.7,506.3,675.2,736.5,736.5,736.5,157.8,61.3,230.2,0.45,0.25,982,0,1,0.16
319,Solea solea_Turkey_Mediterranean and Black Sea,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Turkey,Mediterranean and Black Sea,207.5,181.5,242,264,264,264,56.5,22,82.5,0.45,0.25,352,0,1,0.16
320,"Solea solea_United Kingdom_Atlantic, Northeast",Common sole,Solea solea,finfish,"Flounders, halibuts, soles",United Kingdom,"Atlantic, Northeast",1157.9,1013.2,1350.9,1473.75,1473.75,1473.75,315.85,122.85,460.55,0.45,0.25,1965,0,1,0.16
321,"Sparidentex hasta_Bahrain_Indian Ocean, Western",Sobaity seabream,Sparidentex hasta,finfish,Miscellaneous coastal fishes,Bahrain,"Indian Ocean, Western",2.3,2,2.7,2.76,2.56,2.96,0.46,0.26,0.56,0.52,0.32,2,3,1,0.23
322,"Sparidentex hasta_Saudi Arabia_Indian Ocean, Western",Sobaity seabream,Sparidentex hasta,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",46.6,40.8,54.4,68,68,68,21.4,13.6,27.2,0.52,0.32,100,0,1,0.21
323,"Thunnus albacares_American Samoa_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",American Samoa,"Pacific, Eastern Central",197.8,173,230.7,226.92,226.92,226.92,29.12,-3.78,53.92,0.39,0.39,372,0,1,0.08
324,"Thunnus albacares_Angola_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Angola,"Atlantic, Southeast",257.8,225.6,300.8,295.85,295.85,295.85,38.05,-4.95,70.25,0.39,0.39,485,0,1,0.08
325,"Thunnus albacares_Australia_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Australia,"Indian Ocean, Eastern",35.6,31.2,41.5,40.87,40.87,40.87,5.27,-0.63,9.67,0.39,0.39,67,0,1,0.08
326,"Thunnus albacares_Australia_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Australia,"Pacific, Western Central",938.8,821.4,1095.2,1077.26,1077.26,1077.26,138.46,-17.94,255.86,0.39,0.39,1766,0,1,0.08
327,"Thunnus albacares_Australia_Pacific, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Australia,"Pacific, Southwest",389.1,340.4,454,446.52,446.52,446.52,57.42,-7.48,106.12,0.39,0.39,732,0,1,0.08
328,"Thunnus albacares_Barbados_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Barbados,"Atlantic, Western Central",172.3,150.7,200.9,197.64,197.64,197.64,25.34,-3.26,46.94,0.39,0.39,324,0,1,0.08
329,"Thunnus albacares_Belize_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Belize,"Atlantic, Western Central",1149.8,1006.1,1341.5,1319.43,1319.43,1319.43,169.63,-22.07,313.33,0.39,0.39,2163,0,1,0.08
330,"Thunnus albacares_Belize_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Belize,"Atlantic, Eastern Central",1858.9,1626.5,2168.7,2133.17,2133.17,2133.17,274.27,-35.53,506.67,0.39,0.39,3497,0,1,0.08
331,"Thunnus albacares_Bermuda_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Bermuda,"Atlantic, Western Central",4.8,4.1,5.6,5.49,5.49,5.49,0.69,-0.11,1.39,0.39,0.39,9,0,1,0.08
332,"Thunnus albacares_Brazil_Atlantic, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Brazil,"Atlantic, Southwest",1963.1,1717.7,2290.2,2252.73,2252.73,2252.73,289.63,-37.47,535.03,0.39,0.39,3693,0,1,0.08
333,"Thunnus albacares_British Indian Ocean Ter_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",British Indian Ocean Ter,"Indian Ocean, Western",1.1,0.9,1.2,1.22,1.22,1.22,0.12,0.02,0.32,0.39,0.39,2,0,1,0.06
334,"Thunnus albacares_British Virgin Islands_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",British Virgin Islands,"Atlantic, Western Central",2.6,2.3,3.1,3.05,3.05,3.05,0.45,-0.05,0.75,0.39,0.39,5,0,1,0.09
335,"Thunnus albacares_Brunei Darussalam_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Brunei Darussalam,"Pacific, Western Central",30.3,26.5,35.3,34.77,34.77,34.77,4.47,-0.53,8.27,0.39,0.39,57,0,1,0.08
336,"Thunnus albacares_Cabo Verde_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Cabo Verde,"Atlantic, Eastern Central",2622.2,2294.5,3059.3,3009.13,3009.13,3009.13,386.93,-50.17,714.63,0.39,0.39,4933,0,1,0.08
337,"Thunnus albacares_Canada_Atlantic, Northwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Canada,"Atlantic, Northwest",10.6,9.3,12.4,12.2,12.2,12.2,1.6,-0.2,2.9,0.39,0.39,20,0,1,0.08
338,"Thunnus albacares_Chile_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Chile,"Pacific, Southeast",15.4,13.5,18,17.69,17.69,17.69,2.29,-0.31,4.19,0.39,0.39,29,0,1,0.08
339,"Thunnus albacares_China_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Atlantic, Western Central",6.9,6,8.1,7.93,7.93,7.93,1.03,-0.17,1.93,0.39,0.39,13,0,1,0.08
340,"Thunnus albacares_China_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Atlantic, Eastern Central",152,133,177.4,174.46,174.46,174.46,22.46,-2.94,41.46,0.39,0.39,286,0,1,0.08
341,"Thunnus albacares_China_Atlantic, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Atlantic, Southwest",50,43.7,58.3,57.34,57.34,57.34,7.34,-0.96,13.64,0.39,0.39,94,0,1,0.08
342,"Thunnus albacares_China_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Atlantic, Southeast",39.3,34.4,45.9,45.14,45.14,45.14,5.84,-0.76,10.74,0.39,0.39,74,0,1,0.08
343,"Thunnus albacares_China_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Indian Ocean, Western",927.1,811.2,1081.6,1063.84,1063.84,1063.84,136.74,-17.76,252.64,0.39,0.39,1744,0,1,0.08
344,"Thunnus albacares_China_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Indian Ocean, Eastern",36.1,31.7,42.2,41.48,41.48,41.48,5.38,-0.72,9.78,0.39,0.39,68,0,1,0.08
345,"Thunnus albacares_China_Pacific, Northwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Northwest",12.7,11.2,14.9,14.64,14.64,14.64,1.94,-0.26,3.44,0.39,0.39,24,0,1,0.08
346,"Thunnus albacares_China_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Western Central",3275,2865.6,3820.9,3758.21,3758.21,3758.21,483.21,-62.69,892.61,0.39,0.39,6161,0,1,0.08
347,"Thunnus albacares_China_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Eastern Central",2462.8,2154.9,2873.2,2826.13,2826.13,2826.13,363.33,-47.07,671.23,0.39,0.39,4633,0,1,0.08
348,"Thunnus albacares_China_Pacific, Southwest",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Southwest",146.2,127.9,170.6,167.75,167.75,167.75,21.55,-2.85,39.85,0.39,0.39,275,0,1,0.08
349,"Thunnus albacares_China_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Southeast",36.7,32.1,42.8,42.09,42.09,42.09,5.39,-0.71,9.99,0.39,0.39,69,0,1,0.08
350,"Thunnus albacares_Colombia_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Colombia,"Pacific, Eastern Central",2590.4,2266.5,3022.1,2972.53,2972.53,2972.53,382.13,-49.57,706.03,0.39,0.39,4873,0,1,0.08
351,"Thunnus albacares_Colombia_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Colombia,"Pacific, Southeast",7595.7,6646.1,8861.5,8716.29,8716.29,8716.29,1120.59,-145.21,2070.19,0.39,0.39,14289,0,1,0.08
352,"Thunnus albacares_Comoros_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Comoros,"Indian Ocean, Western",2968.3,2597.3,3463,3406.24,3406.24,3406.24,437.94,-56.76,808.94,0.39,0.39,5584,0,1,0.08
353,"Thunnus albacares_Cook Islands_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Cook Islands,"Pacific, Eastern Central",166.9,146,194.7,191.54,191.54,191.54,24.64,-3.16,45.54,0.39,0.39,314,0,1,0.08
354,"Thunnus albacares_C’‚te d'Ivoire_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",C’‚te d'Ivoire,"Atlantic, Eastern Central",167.4,146.5,195.3,192.15,192.15,192.15,24.75,-3.15,45.65,0.39,0.39,315,0,1,0.08
355,"Thunnus albacares_Cura’_ao_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Cura’_ao,"Atlantic, Eastern Central",4259,3726.6,4968.8,4887.32,4887.32,4887.32,628.32,-81.48,1160.72,0.39,0.39,8012,0,1,0.08
356,"Thunnus albacares_Dominica_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Dominica,"Atlantic, Western Central",95.2,83.3,111,109.19,109.19,109.19,13.99,-1.81,25.89,0.39,0.39,179,0,1,0.08
357,"Thunnus albacares_Dominican Republic_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Dominican Republic,"Atlantic, Western Central",186.1,162.8,217,213.5,213.5,213.5,27.4,-3.5,50.7,0.39,0.39,350,0,1,0.08
358,"Thunnus albacares_Ecuador_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Ecuador,"Pacific, Western Central",273.2,239.1,318.8,313.54,313.54,313.54,40.34,-5.26,74.44,0.39,0.39,514,0,1,0.08
359,"Thunnus albacares_Ecuador_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Ecuador,"Pacific, Eastern Central",5615.5,4913.6,6551.5,6444.04,6444.04,6444.04,828.54,-107.46,1530.44,0.39,0.39,10564,0,1,0.08
360,"Thunnus albacares_Ecuador_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Ecuador,"Pacific, Southeast",23989.8,20991.1,27988.1,27529.3,27529.3,27529.3,3539.5,-458.8,6538.2,0.39,0.39,45130,0,1,0.08
361,"Thunnus albacares_Egypt_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Egypt,"Indian Ocean, Western",8,7,9.3,9.15,9.15,9.15,1.15,-0.15,2.15,0.39,0.39,15,0,1,0.08
362,"Thunnus albacares_El Salvador_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",El Salvador,"Atlantic, Western Central",202.5,177.2,236.3,232.41,232.41,232.41,29.91,-3.89,55.21,0.39,0.39,381,0,1,0.08
363,"Thunnus albacares_El Salvador_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",El Salvador,"Atlantic, Eastern Central",4386.5,3838.2,5117.6,5033.72,5033.72,5033.72,647.22,-83.88,1195.52,0.39,0.39,8252,0,1,0.08
364,"Thunnus albacares_El Salvador_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",El Salvador,"Pacific, Western Central",136.6,119.5,159.4,156.77,156.77,156.77,20.17,-2.63,37.27,0.39,0.39,257,0,1,0.08
365,"Thunnus albacares_El Salvador_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",El Salvador,"Pacific, Eastern Central",223.3,195.3,260.5,256.2,256.2,256.2,32.9,-4.3,60.9,0.39,0.39,420,0,1,0.08
366,"Thunnus albacares_El Salvador_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",El Salvador,"Pacific, Southeast",42.5,37.2,49.6,48.8,48.8,48.8,6.3,-0.8,11.6,0.39,0.39,80,0,1,0.08
367,"Thunnus albacares_Equatorial Guinea_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Equatorial Guinea,"Atlantic, Eastern Central",265.8,232.5,310.1,305,305,305,39.2,-5.1,72.5,0.39,0.39,500,0,1,0.08
368,"Thunnus albacares_Fiji_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Fiji,"Pacific, Western Central",2498.9,2186.5,2915.4,2867.61,2867.61,2867.61,368.71,-47.79,681.11,0.39,0.39,4701,0,1,0.08
369,"Thunnus albacares_France_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",France,"Atlantic, Western Central",214.2,187.5,249.9,245.83,245.83,245.83,31.63,-4.07,58.33,0.39,0.39,403,0,1,0.08
370,"Thunnus albacares_France_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",France,"Atlantic, Eastern Central",9034.6,7905.2,10540.4,10367.56,10367.56,10367.56,1332.96,-172.84,2462.36,0.39,0.39,16996,0,1,0.08
371,"Thunnus albacares_France_Atlantic, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",France,"Atlantic, Southeast",4891.5,4280.1,5706.8,5613.22,5613.22,5613.22,721.72,-93.58,1333.12,0.39,0.39,9202,0,1,0.08
372,"Thunnus albacares_France_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",France,"Indian Ocean, Western",17970.8,15724.5,20965.9,20622.27,20622.27,20622.27,2651.47,-343.63,4897.77,0.39,0.39,33807,0,1,0.08
373,"Thunnus albacares_French Polynesia_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",French Polynesia,"Pacific, Eastern Central",990.9,867,1156,1137.04,1137.04,1137.04,146.14,-18.96,270.04,0.39,0.39,1864,0,1,0.08
374,"Thunnus albacares_Gabon_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Gabon,"Atlantic, Eastern Central",0.5,0.4,0.6,0.61,0.61,0.61,0.11,0.01,0.21,0.39,0.39,1,0,1,0.11
375,"Thunnus albacares_Gambia_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Gambia,"Atlantic, Eastern Central",24.5,21.4,28.5,28.06,28.06,28.06,3.56,-0.44,6.66,0.39,0.39,46,0,1,0.08
376,"Thunnus albacares_Ghana_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Ghana,"Atlantic, Eastern Central",10083.9,8823.4,11764.6,11571.7,11571.7,11571.7,1487.8,-192.9,2748.3,0.39,0.39,18970,0,1,0.08
377,"Thunnus albacares_Grenada_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Grenada,"Atlantic, Western Central",637.9,558.1,744.2,732,732,732,94.1,-12.2,173.9,0.39,0.39,1200,0,1,0.08
378,"Thunnus albacares_Guam_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Guam,"Pacific, Western Central",30.9,27,36,35.38,35.38,35.38,4.48,-0.62,8.38,0.39,0.39,58,0,1,0.08
379,"Thunnus albacares_Guatemala_Atlantic, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Guatemala,"Atlantic, Western Central",9.6,8.4,11.2,10.98,10.98,10.98,1.38,-0.22,2.58,0.39,0.39,18,0,1,0.08
380,"Thunnus albacares_Guatemala_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Guatemala,"Atlantic, Eastern Central",1436.9,1257.3,1676.3,1648.83,1648.83,1648.83,211.93,-27.47,391.53,0.39,0.39,2703,0,1,0.08
381,"Thunnus albacares_Guatemala_Pacific, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Guatemala,"Pacific, Eastern Central",662.3,579.6,772.7,760.06,760.06,760.06,97.76,-12.64,180.46,0.39,0.39,1246,0,1,0.08
382,"Thunnus albacares_Guatemala_Pacific, Southeast",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Guatemala,"Pacific, Southeast",318.9,279.1,372.1,366,366,366,47.1,-6.1,86.9,0.39,0.39,600,0,1,0.08
383,"Thunnus albacares_Guinea_Atlantic, Eastern Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Guinea,"Atlantic, Eastern Central",653.8,572.1,762.8,750.3,750.3,750.3,96.5,-12.5,178.2,0.39,0.39,1230,0,1,0.08
384,"Thunnus albacares_India_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",India,"Indian Ocean, Western",5626.2,4922.9,6563.8,6456.24,6456.24,6456.24,830.04,-107.56,1533.34,0.39,0.39,10584,0,1,0.08
385,"Thunnus albacares_India_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",India,"Indian Ocean, Eastern",3300,2887.5,3850,3786.88,3786.88,3786.88,486.88,-63.12,899.38,0.39,0.39,6208,0,1,0.08
386,"Thunnus albacares_Indonesia_Indian Ocean, Eastern",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Indonesia,"Indian Ocean, Eastern",19556,17111.5,22815.3,22441.29,22441.29,22441.29,2885.29,-374.01,5329.79,0.39,0.39,36789,0,1,0.08
387,"Thunnus albacares_Indonesia_Pacific, Western Central",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Indonesia,"Pacific, Western Central",85273.6,74614.4,99485.9,97854.98,97854.98,97854.98,12581.38,-1630.92,23240.58,0.39,0.39,160418,0,1,0.08
388,"Thunnus albacares_Iran (Islamic Rep. of)_Indian Ocean, Western",Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Iran (Islamic Rep. of),"Indian Ocean, Western",23979.2,20981.8,27975.7,27517.1,27517.1,27517.1,3537.9,-458.6,6535.3,0.39,0.39,45110,0,1,0.08
