ID,Sci_Name,Common,ISSCAAP,Sp.grp,Year,Country_name,Fishing_Area,Fishing_name,CAPSUM_tonnes,AQSUM_tonnes,TOTAL_tonnes,Binary,Early_M,Late_M
"Thunnus albacares_Japan_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,51,"Indian Ocean, Western",2984,0,2984,CBA,0.39,0.39
"Thunnus albacares_Japan_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,57,"Indian Ocean, Eastern",415,0,415,CBA,0.39,0.39
"Thunnus albacares_Japan_Pacific, Northwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,61,"Pacific, Northwest",11000,0,11000,CBA,0.39,0.39
"Thunnus albacares_Japan_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,71,"Pacific, Western Central",40200,0,40200,CBA,0.39,0.39
"Thunnus albacares_Japan_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,77,"Pacific, Eastern Central",1579,0,1579,CBA,0.39,0.39
"Thunnus albacares_Japan_Pacific, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,81,"Pacific, Southwest",320,0,320,CBA,0.39,0.39
"Thunnus albacares_Japan_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,87,"Pacific, Southeast",1236,0,1236,CBA,0.39,0.39
"Thunnus albacares_Jordan_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Jordan,51,"Indian Ocean, Western",22,0,22,CBA,0.39,0.39
"Thunnus albacares_Kenya_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Kenya,51,"Indian Ocean, Western",108,0,108,CBA,0.39,0.39
"Thunnus albacares_Kiribati_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Kiribati,71,"Pacific, Western Central",26515,0,26515,CBA,0.39,0.39
"Thunnus albacares_Korea, Republic of_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",31,"Atlantic, Western Central",12,0,12,CBA,0.39,0.39
"Thunnus albacares_Korea, Republic of_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",34,"Atlantic, Eastern Central",271,0,271,CBA,0.39,0.39
"Thunnus albacares_Korea, Republic of_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",47,"Atlantic, Southeast",127,0,127,CBA,0.39,0.39
"Thunnus albacares_Korea, Republic of_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",51,"Indian Ocean, Western",11623,0,11623,CBA,0.39,0.39
"Thunnus albacares_Korea, Republic of_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",71,"Pacific, Western Central",60080,0,60080,CBA,0.39,0.39
"Thunnus albacares_Korea, Republic of_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",77,"Pacific, Eastern Central",1955,0,1955,CBA,0.39,0.39
"Thunnus albacares_Korea, Republic of_Pacific, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",81,"Pacific, Southwest",262,0,262,CBA,0.39,0.39
"Thunnus albacares_Korea, Republic of_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Korea, Republic of",87,"Pacific, Southeast",16,0,16,CBA,0.39,0.39
"Thunnus albacares_Liberia_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Liberia,34,"Atlantic, Eastern Central",19,0,19,CBA,0.39,0.39
"Thunnus albacares_Madagascar_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Madagascar,51,"Indian Ocean, Western",736,0,736,CBA,0.39,0.39
"Thunnus albacares_Malaysia_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Malaysia,57,"Indian Ocean, Eastern",156,0,156,CBA,0.39,0.39
"Thunnus albacares_Malaysia_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Malaysia,71,"Pacific, Western Central",1700,0,1700,CBA,0.39,0.39
"Thunnus albacares_Maldives_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Maldives,51,"Indian Ocean, Western",53705,0,53705,CBA,0.39,0.39
"Thunnus albacares_Marshall Islands_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Marshall Islands,71,"Pacific, Western Central",8812,0,8812,CBA,0.39,0.39
"Thunnus albacares_Martinique_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Martinique,31,"Atlantic, Western Central",51,0,51,CBA,0.39,0.39
"Thunnus albacares_Mauritius_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Mauritius,51,"Indian Ocean, Western",7554,0,7554,CBA,0.39,0.39
"Thunnus albacares_Mayotte_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Mayotte,51,"Indian Ocean, Western",190,0,190,CBA,0.39,0.39
"Thunnus albacares_Mexico_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Mexico,31,"Atlantic, Western Central",1574,0,1574,CBA,0.39,0.39
"Thunnus albacares_Mexico_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Mexico,77,"Pacific, Eastern Central",96048,0,96048,CBA,0.39,0.39
"Thunnus albacares_Mexico_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Mexico,87,"Pacific, Southeast",1052,0,1052,CBA,0.39,0.39
"Thunnus albacares_Micronesia, Fed.States of_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Micronesia, Fed.States of",71,"Pacific, Western Central",14208,0,14208,CBA,0.39,0.39
"Thunnus albacares_Morocco_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Morocco,34,"Atlantic, Eastern Central",115,0,115,CBA,0.39,0.39
"Thunnus albacares_Mozambique_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Mozambique,51,"Indian Ocean, Western",174,0,174,CBA,0.39,0.39
"Thunnus albacares_Namibia_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Namibia,47,"Atlantic, Southeast",55,0,55,CBA,0.39,0.39
"Thunnus albacares_Nauru_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Nauru,71,"Pacific, Western Central",250,0,250,CBA,0.39,0.39
"Thunnus albacares_New Caledonia_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,New Caledonia,71,"Pacific, Western Central",482,0,482,CBA,0.39,0.39
"Thunnus albacares_New Zealand_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,New Zealand,71,"Pacific, Western Central",87,0,87,CBA,0.39,0.39
"Thunnus albacares_New Zealand_Pacific, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,New Zealand,81,"Pacific, Southwest",57,0,57,CBA,0.39,0.39
"Thunnus albacares_Nicaragua_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Nicaragua,77,"Pacific, Eastern Central",6718,0,6718,CBA,0.39,0.39
"Thunnus albacares_Nicaragua_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Nicaragua,87,"Pacific, Southeast",4775,0,4775,CBA,0.39,0.39
"Thunnus albacares_Northern Mariana Is._Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Northern Mariana Is.,71,"Pacific, Western Central",5,0,5,CBA,0.39,0.39
"Thunnus albacares_Oman_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Oman,51,"Indian Ocean, Western",20859,0,20859,CBA,0.39,0.39
"Thunnus albacares_Other nei_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Other nei,51,"Indian Ocean, Western",686,0,686,CBA,0.39,0.39
"Thunnus albacares_Other nei_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Other nei,57,"Indian Ocean, Eastern",7,0,7,CBA,0.39,0.39
"Thunnus albacares_Pakistan_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Pakistan,51,"Indian Ocean, Western",23737,0,23737,CBA,0.39,0.39
"Thunnus albacares_Panama_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Panama,31,"Atlantic, Western Central",25,0,25,CBA,0.39,0.39
"Thunnus albacares_Panama_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Panama,34,"Atlantic, Eastern Central",4305,0,4305,CBA,0.39,0.39
"Thunnus albacares_Panama_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Panama,77,"Pacific, Eastern Central",3447,0,3447,CBA,0.39,0.39
"Thunnus albacares_Panama_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Panama,87,"Pacific, Southeast",19506,0,19506,CBA,0.39,0.39
"Thunnus albacares_Papua New Guinea_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Papua New Guinea,71,"Pacific, Western Central",82094,0,82094,CBA,0.39,0.39
"Thunnus albacares_Peru_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Peru,87,"Pacific, Southeast",14570,0,14570,CBA,0.39,0.39
"Thunnus albacares_Philippines_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Philippines,71,"Pacific, Western Central",83847,0,83847,CBA,0.39,0.39
"Thunnus albacares_Portugal_Atlantic, Northeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,27,"Atlantic, Northeast",7,0,7,CBA,0.39,0.39
"Thunnus albacares_Portugal_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,34,"Atlantic, Eastern Central",108,0,108,CBA,0.39,0.39
"Thunnus albacares_Portugal_Atlantic, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,41,"Atlantic, Southwest",23,0,23,CBA,0.39,0.39
"Thunnus albacares_Portugal_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,47,"Atlantic, Southeast",16,0,16,CBA,0.39,0.39
"Thunnus albacares_Portugal_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,51,"Indian Ocean, Western",108,0,108,CBA,0.39,0.39
"Thunnus albacares_Portugal_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,57,"Indian Ocean, Eastern",18,0,18,CBA,0.39,0.39
"Thunnus albacares_Portugal_Pacific, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,81,"Pacific, Southwest",6,0,6,CBA,0.39,0.39
"Thunnus albacares_Portugal_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Portugal,87,"Pacific, Southeast",1,0,1,CBA,0.39,0.39
"Thunnus albacares_Puerto Rico_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Puerto Rico,31,"Atlantic, Western Central",2,0,2,CBA,0.39,0.39
"Thunnus albacares_Rթunion_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Rթunion,51,"Indian Ocean, Western",798,0,798,CBA,0.39,0.39
"Thunnus albacares_Saint Helena_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Saint Helena,47,"Atlantic, Southeast",181,0,181,CBA,0.39,0.39
"Thunnus albacares_Saint Kitts and Nevis_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Saint Kitts and Nevis,31,"Atlantic, Western Central",5,0,5,CBA,0.39,0.39
"Thunnus albacares_Saint Lucia_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Saint Lucia,31,"Atlantic, Western Central",191,0,191,CBA,0.39,0.39
"Thunnus albacares_Saint Vincent/Grenadines_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Saint Vincent/Grenadines,31,"Atlantic, Western Central",434,0,434,CBA,0.39,0.39
"Thunnus albacares_Samoa_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Samoa,77,"Pacific, Eastern Central",239,0,239,CBA,0.39,0.39
"Thunnus albacares_Sao Tome and Principe_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Sao Tome and Principe,34,"Atlantic, Eastern Central",301,0,301,CBA,0.39,0.39
"Thunnus albacares_Senegal_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Senegal,34,"Atlantic, Eastern Central",6850,0,6850,CBA,0.39,0.39
"Thunnus albacares_Seychelles_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Seychelles,51,"Indian Ocean, Western",43234,0,43234,CBA,0.39,0.39
"Thunnus albacares_Seychelles_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Seychelles,57,"Indian Ocean, Eastern",27,0,27,CBA,0.39,0.39
"Thunnus albacares_Solomon Islands_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Solomon Islands,71,"Pacific, Western Central",22186,0,22186,CBA,0.39,0.39
"Thunnus albacares_South Africa_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,South Africa,47,"Atlantic, Southeast",953,0,953,CBA,0.39,0.39
"Thunnus albacares_South Africa_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,South Africa,51,"Indian Ocean, Western",183,0,183,CBA,0.39,0.39
"Thunnus albacares_Spain_Atlantic, Northeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,27,"Atlantic, Northeast",7,0,7,CBA,0.39,0.39
"Thunnus albacares_Spain_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,31,"Atlantic, Western Central",41,0,41,CBA,0.39,0.39
"Thunnus albacares_Spain_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,34,"Atlantic, Eastern Central",14273,0,14273,CBA,0.39,0.39
"Thunnus albacares_Spain_Atlantic, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,41,"Atlantic, Southwest",38,0,38,CBA,0.39,0.39
"Thunnus albacares_Spain_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,47,"Atlantic, Southeast",4986,0,4986,CBA,0.39,0.39
"Thunnus albacares_Spain_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,51,"Indian Ocean, Western",51623,0,51623,CBA,0.39,0.39
"Thunnus albacares_Spain_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,57,"Indian Ocean, Eastern",37,0,37,CBA,0.39,0.39
"Thunnus albacares_Spain_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,71,"Pacific, Western Central",576,0,576,CBA,0.39,0.39
"Thunnus albacares_Spain_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,77,"Pacific, Eastern Central",1494,0,1494,CBA,0.39,0.39
"Thunnus albacares_Spain_Pacific, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,81,"Pacific, Southwest",22,0,22,CBA,0.39,0.39
"Thunnus albacares_Spain_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Spain,87,"Pacific, Southeast",60,0,60,CBA,0.39,0.39
"Thunnus albacares_Sri Lanka_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Sri Lanka,57,"Indian Ocean, Eastern",33727,0,33727,CBA,0.39,0.39
"Thunnus albacares_Suriname_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Suriname,31,"Atlantic, Western Central",2384,0,2384,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Atlantic, Northwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,21,"Atlantic, Northwest",1,0,1,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,31,"Atlantic, Western Central",67,0,67,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Atlantic, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,34,"Atlantic, Eastern Central",616,0,616,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Atlantic, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,41,"Atlantic, Southwest",88,0,88,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Atlantic, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,47,"Atlantic, Southeast",170,0,170,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,51,"Indian Ocean, Western",10601,0,10601,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,57,"Indian Ocean, Eastern",6357,0,6357,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Pacific, Northwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,61,"Pacific, Northwest",11704,0,11704,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,71,"Pacific, Western Central",37823,0,37823,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,77,"Pacific, Eastern Central",7285,0,7285,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Pacific, Southwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,81,"Pacific, Southwest",353,0,353,CBA,0.39,0.39
"Thunnus albacares_Taiwan Province of China_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Taiwan Province of China,87,"Pacific, Southeast",25,0,25,CBA,0.39,0.39
"Thunnus albacares_Tanzania, United Rep. of_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Tanzania, United Rep. of",51,"Indian Ocean, Western",4013,0,4013,CBA,0.39,0.39
"Thunnus albacares_Timor-Leste_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Timor-Leste,57,"Indian Ocean, Eastern",3,0,3,CBA,0.39,0.39
"Thunnus albacares_Tokelau_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Tokelau,77,"Pacific, Eastern Central",106,0,106,CBA,0.39,0.39
"Thunnus albacares_Tonga_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Tonga,77,"Pacific, Eastern Central",322,0,322,CBA,0.39,0.39
"Thunnus albacares_Trinidad and Tobago_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Trinidad and Tobago,31,"Atlantic, Western Central",1057,0,1057,CBA,0.39,0.39
"Thunnus albacares_Tuvalu_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Tuvalu,71,"Pacific, Western Central",769,0,769,CBA,0.39,0.39
"Thunnus albacares_United Kingdom_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,United Kingdom,51,"Indian Ocean, Western",28,0,28,CBA,0.39,0.39
"Thunnus albacares_United Kingdom_Indian Ocean, Eastern",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,United Kingdom,57,"Indian Ocean, Eastern",14,0,14,CBA,0.39,0.39
"Thunnus albacares_United States of America_Atlantic, Northwest",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,United States of America,21,"Atlantic, Northwest",445,0,445,CBA,0.39,0.39
"Thunnus albacares_United States of America_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,United States of America,31,"Atlantic, Western Central",780,0,780,CBA,0.39,0.39
"Thunnus albacares_United States of America_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,United States of America,71,"Pacific, Western Central",8428,0,8428,CBA,0.39,0.39
"Thunnus albacares_United States of America_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,United States of America,77,"Pacific, Eastern Central",10922,0,10922,CBA,0.39,0.39
"Thunnus albacares_US Virgin Islands_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,US Virgin Islands,31,"Atlantic, Western Central",5,0,5,CBA,0.39,0.39
"Thunnus albacares_Vanuatu_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Vanuatu,71,"Pacific, Western Central",1707,0,1707,CBA,0.39,0.39
"Thunnus albacares_Vanuatu_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Vanuatu,77,"Pacific, Eastern Central",609,0,609,CBA,0.39,0.39
"Thunnus albacares_Vanuatu_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Vanuatu,87,"Pacific, Southeast",72,0,72,CBA,0.39,0.39
"Thunnus albacares_Venezuela, Boliv Rep of_Atlantic, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Venezuela, Boliv Rep of",31,"Atlantic, Western Central",4198,0,4198,CBA,0.39,0.39
"Thunnus albacares_Venezuela, Boliv Rep of_Pacific, Eastern Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Venezuela, Boliv Rep of",77,"Pacific, Eastern Central",19480,0,19480,CBA,0.39,0.39
"Thunnus albacares_Venezuela, Boliv Rep of_Pacific, Southeast",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,"Venezuela, Boliv Rep of",87,"Pacific, Southeast",4591,0,4591,CBA,0.39,0.39
"Thunnus albacares_Viet Nam_Pacific, Western Central",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Viet Nam,71,"Pacific, Western Central",24389,0,24389,CBA,0.39,0.39
"Thunnus albacares_Yemen_Indian Ocean, Western",Thunnus albacares,Yellowfin tuna,"Tunas, bonitos, billfishes",finfish,2016,Yemen,51,"Indian Ocean, Western",21100,0,21100,CBA,0.39,0.39
"Thunnus maccoyii_Australia_Indian Ocean, Eastern",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Australia,57,"Indian Ocean, Eastern",5381,8895,14276,CBA,0.24,0.24
"Thunnus maccoyii_Australia_Pacific, Southwest",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Australia,81,"Pacific, Southwest",581,0,581,CBA,0.24,0.24
"Thunnus maccoyii_Indonesia_Indian Ocean, Eastern",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Indonesia,57,"Indian Ocean, Eastern",601,0,601,CBA,0.24,0.24
"Thunnus maccoyii_Japan_Atlantic, Southeast",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,47,"Atlantic, Southeast",1732,0,1732,CBA,0.24,0.24
"Thunnus maccoyii_Japan_Indian Ocean, Western",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,51,"Indian Ocean, Western",160,0,160,CBA,0.24,0.24
"Thunnus maccoyii_Japan_Indian Ocean, Eastern",Thunnus maccoyii,Southern bluefin tuna,"Tunas, bonitos, billfishes",finfish,2016,Japan,57,"Indian Ocean, Eastern",1198,0,1198,CBA,0.24,0.24
