ID,Sci_Name,Common,ISSCAAP,Sp.grp,Year,Country_name,Fishing_Area,Fishing_name,CAPSUM_tonnes,AQSUM_tonnes,TOTAL_tonnes,Binary,Early_M,Late_M
"Epinephelus tauvina_Saudi Arabia_Indian Ocean, Western",Epinephelus tauvina,Greasy grouper,Miscellaneous coastal fishes,finfish,2016,Saudi Arabia,51,"Indian Ocean, Western",1092,0,1092,CBA,0.4,0.2
"Gnathanodon speciosus_Bahrain_Indian Ocean, Western",Gnathanodon speciosus,Golden trevally,Miscellaneous pelagic fishes,finfish,2016,Bahrain,51,"Indian Ocean, Western",87,0,87,CBA,0.74,0.54
"Gnathanodon speciosus_Qatar_Indian Ocean, Western",Gnathanodon speciosus,Golden trevally,Miscellaneous pelagic fishes,finfish,2016,Qatar,51,"Indian Ocean, Western",224,0,224,CBA,0.74,0.54
"Gnathanodon speciosus_Saudi Arabia_Indian Ocean, Western",Gnathanodon speciosus,Golden trevally,Miscellaneous pelagic fishes,finfish,2016,Saudi Arabia,51,"Indian Ocean, Western",697,0,697,CBA,0.74,0.54
"Gnathanodon speciosus_United Arab Emirates_Indian Ocean, Western",Gnathanodon speciosus,Golden trevally,Miscellaneous pelagic fishes,finfish,2016,United Arab Emirates,51,"Indian Ocean, Western",1680,0,1680,CBA,0.74,0.54
"Konosirus punctatus_Japan_Pacific, Northwest",Konosirus punctatus,Dotted gizzard shad,Shads,finfish,2016,Japan,61,"Pacific, Northwest",4300,0,4300,CBA,0.68,0.48
"Lethrinus miniatus_Taiwan Province of China_Pacific, Northwest",Lethrinus miniatus,Trumpet emperor,Miscellaneous coastal fishes,finfish,2016,Taiwan Province of China,61,"Pacific, Northwest",17,0,17,CBA,0.55,0.35
"Lutjanus argentimaculatus_Malaysia_Indian Ocean, Eastern",Lutjanus argentimaculatus,Mangrove red snapper,Miscellaneous coastal fishes,finfish,2016,Malaysia,57,"Indian Ocean, Eastern",1345,0,1345,CBA,0.41,0.21
"Lutjanus argentimaculatus_Malaysia_Pacific, Western Central",Lutjanus argentimaculatus,Mangrove red snapper,Miscellaneous coastal fishes,finfish,2016,Malaysia,71,"Pacific, Western Central",7349,0,7349,CBA,0.41,0.21
"Lutjanus argentimaculatus_Pakistan_Indian Ocean, Western",Lutjanus argentimaculatus,Mangrove red snapper,Miscellaneous coastal fishes,finfish,2016,Pakistan,51,"Indian Ocean, Western",1121,0,1121,CBA,0.41,0.21
"Lutjanus johnii_Iran (Islamic Rep. of)_Indian Ocean, Western",Lutjanus johnii,John's snapper,Miscellaneous coastal fishes,finfish,2016,Iran (Islamic Rep. of),51,"Indian Ocean, Western",6061,0,6061,CBA,0.41,0.21
"Lutjanus malabaricus_Iran (Islamic Rep. of)_Indian Ocean, Western",Lutjanus malabaricus,Malabar blood snapper,Miscellaneous coastal fishes,finfish,2016,Iran (Islamic Rep. of),51,"Indian Ocean, Western",1559,0,1559,CBA,0.39,0.19
"Lutjanus malabaricus_Qatar_Indian Ocean, Western",Lutjanus malabaricus,Malabar blood snapper,Miscellaneous coastal fishes,finfish,2016,Qatar,51,"Indian Ocean, Western",110,0,110,CBA,0.39,0.19
"Megalops atlanticus_Brazil_Atlantic, Southwest",Megalops atlanticus,Tarpon,Miscellaneous coastal fishes,finfish,2016,Brazil,41,"Atlantic, Southwest",780,0,780,CBA,0.31,0.11
"Megalops atlanticus_Colombia_Atlantic, Western Central",Megalops atlanticus,Tarpon,Miscellaneous coastal fishes,finfish,2016,Colombia,31,"Atlantic, Western Central",1,0,1,CBA,0.31,0.11
"Megalops atlanticus_Dominican Republic_Atlantic, Western Central",Megalops atlanticus,Tarpon,Miscellaneous coastal fishes,finfish,2016,Dominican Republic,31,"Atlantic, Western Central",43,0,43,CBA,0.31,0.11
"Megalops atlanticus_French Guiana_Atlantic, Western Central",Megalops atlanticus,Tarpon,Miscellaneous coastal fishes,finfish,2016,French Guiana,31,"Atlantic, Western Central",25,0,25,CBA,0.31,0.11
"Megalops atlanticus_Mexico_Atlantic, Western Central",Megalops atlanticus,Tarpon,Miscellaneous coastal fishes,finfish,2016,Mexico,31,"Atlantic, Western Central",1,0,1,CBA,0.31,0.11
"Megalops atlanticus_Venezuela, Boliv Rep of_Atlantic, Western Central",Megalops atlanticus,Tarpon,Miscellaneous coastal fishes,finfish,2016,"Venezuela, Boliv Rep of",31,"Atlantic, Western Central",129,0,129,CBA,0.31,0.11
"Melanogrammus aeglefinus_Belgium_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Belgium,27,"Atlantic, Northeast",147,0,147,CBA,0.5,0.3
"Melanogrammus aeglefinus_Canada_Atlantic, Northwest",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Canada,21,"Atlantic, Northwest",15871,0,15871,CBA,0.5,0.3
"Melanogrammus aeglefinus_Denmark_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Denmark,27,"Atlantic, Northeast",2254,0,2254,CBA,0.5,0.3
"Melanogrammus aeglefinus_Estonia_Atlantic, Northwest",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Estonia,21,"Atlantic, Northwest",24,0,24,CBA,0.5,0.3
"Melanogrammus aeglefinus_Faroe Islands_Atlantic, Northwest",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Faroe Islands,21,"Atlantic, Northwest",1,0,1,CBA,0.5,0.3
"Melanogrammus aeglefinus_Faroe Islands_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Faroe Islands,27,"Atlantic, Northeast",7194,0,7194,CBA,0.5,0.3
"Melanogrammus aeglefinus_France_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,France,27,"Atlantic, Northeast",5274,0,5274,CBA,0.5,0.3
"Melanogrammus aeglefinus_Germany_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Germany,27,"Atlantic, Northeast",851,0,851,CBA,0.5,0.3
"Melanogrammus aeglefinus_Greenland_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Greenland,27,"Atlantic, Northeast",1402,0,1402,CBA,0.5,0.3
"Melanogrammus aeglefinus_Iceland_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Iceland,27,"Atlantic, Northeast",38470,0,38470,CBA,0.5,0.3
"Melanogrammus aeglefinus_Ireland_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Ireland,27,"Atlantic, Northeast",3772,0,3772,CBA,0.5,0.3
"Melanogrammus aeglefinus_Isle of Man_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Isle of Man,27,"Atlantic, Northeast",1,0,1,CBA,0.5,0.3
"Melanogrammus aeglefinus_Netherlands_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Netherlands,27,"Atlantic, Northeast",202,0,202,CBA,0.5,0.3
"Melanogrammus aeglefinus_Norway_Atlantic, Northwest",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Norway,21,"Atlantic, Northwest",1,0,1,CBA,0.5,0.3
"Melanogrammus aeglefinus_Norway_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Norway,27,"Atlantic, Northeast",110335,0,110335,CBA,0.5,0.3
"Melanogrammus aeglefinus_Poland_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Poland,27,"Atlantic, Northeast",211,0,211,CBA,0.5,0.3
"Melanogrammus aeglefinus_Portugal_Atlantic, Northwest",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Portugal,21,"Atlantic, Northwest",158,0,158,CBA,0.5,0.3
"Melanogrammus aeglefinus_Portugal_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Portugal,27,"Atlantic, Northeast",120,0,120,CBA,0.5,0.3
"Melanogrammus aeglefinus_Russian Federation_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Russian Federation,27,"Atlantic, Northeast",115711,0,115711,CBA,0.5,0.3
"Melanogrammus aeglefinus_Spain_Atlantic, Northwest",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Spain,21,"Atlantic, Northwest",46,0,46,CBA,0.5,0.3
"Melanogrammus aeglefinus_Spain_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Spain,27,"Atlantic, Northeast",180,0,180,CBA,0.5,0.3
"Melanogrammus aeglefinus_St. Pierre and Miquelon_Atlantic, Northwest",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,St. Pierre and Miquelon,21,"Atlantic, Northwest",126,0,126,CBA,0.5,0.3
"Melanogrammus aeglefinus_Sweden_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,Sweden,27,"Atlantic, Northeast",248,0,248,CBA,0.5,0.3
"Melanogrammus aeglefinus_United Kingdom_Atlantic, Northeast",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,United Kingdom,27,"Atlantic, Northeast",34001,0,34001,CBA,0.5,0.3
"Melanogrammus aeglefinus_United States of America_Atlantic, Northwest",Melanogrammus aeglefinus,Haddock,"Cods, hakes, haddocks",finfish,2016,United States of America,21,"Atlantic, Northwest",5015,0,5015,CBA,0.5,0.3
"Miichthys miiuy_China_Pacific, Northwest",Miichthys miiuy,Mi-iuy (brown) croaker,Miscellaneous coastal fishes,finfish,2016,China,61,"Pacific, Northwest",72611,0,72611,CBA,0.66,0.46
"Miichthys miiuy_Taiwan Province of China_Pacific, Northwest",Miichthys miiuy,Mi-iuy (brown) croaker,Miscellaneous coastal fishes,finfish,2016,Taiwan Province of China,61,"Pacific, Northwest",181,0,181,CBA,0.66,0.46
"Muraenesox cinereus_China_Pacific, Northwest",Muraenesox cinereus,Daggertooth pike conger,Miscellaneous demersal fishes,finfish,2016,China,61,"Pacific, Northwest",389531,0,389531,CBA,0.48,0.28
"Muraenesox cinereus_Korea, Republic of_Pacific, Northwest",Muraenesox cinereus,Daggertooth pike conger,Miscellaneous demersal fishes,finfish,2016,"Korea, Republic of",61,"Pacific, Northwest",1378,0,1378,CBA,0.48,0.28
"Muraenesox cinereus_Malaysia_Indian Ocean, Eastern",Muraenesox cinereus,Daggertooth pike conger,Miscellaneous demersal fishes,finfish,2016,Malaysia,57,"Indian Ocean, Eastern",2051,0,2051,CBA,0.48,0.28
"Muraenesox cinereus_Malaysia_Pacific, Western Central",Muraenesox cinereus,Daggertooth pike conger,Miscellaneous demersal fishes,finfish,2016,Malaysia,71,"Pacific, Western Central",4456,0,4456,CBA,0.48,0.28
"Muraenesox cinereus_Taiwan Province of China_Pacific, Northwest",Muraenesox cinereus,Daggertooth pike conger,Miscellaneous demersal fishes,finfish,2016,Taiwan Province of China,61,"Pacific, Northwest",377,0,377,CBA,0.48,0.28
"Muraenesox cinereus_Thailand_Indian Ocean, Eastern",Muraenesox cinereus,Daggertooth pike conger,Miscellaneous demersal fishes,finfish,2016,Thailand,57,"Indian Ocean, Eastern",426,0,426,CBA,0.48,0.28
"Muraenesox cinereus_Thailand_Pacific, Western Central",Muraenesox cinereus,Daggertooth pike conger,Miscellaneous demersal fishes,finfish,2016,Thailand,71,"Pacific, Western Central",1746,0,1746,CBA,0.48,0.28
"Mycteroperca bonaci_Bermuda_Atlantic, Western Central",Mycteroperca bonaci,Black grouper,Miscellaneous coastal fishes,finfish,2016,Bermuda,31,"Atlantic, Western Central",14,0,14,CBA,0.4,0.2
"Mycteroperca bonaci_United States of America_Atlantic, Western Central",Mycteroperca bonaci,Black grouper,Miscellaneous coastal fishes,finfish,2016,United States of America,31,"Atlantic, Western Central",57,0,57,CBA,0.4,0.2
"Oncorhynchus masou_Japan_Pacific, Northwest",Oncorhynchus masou,Masu(=Cherry) salmon,"Salmons, trouts, smelts",finfish,2016,Japan,61,"Pacific, Northwest",900,0,900,CBA,0.74,0.54
"Oncorhynchus masou_Russian Federation_Pacific, Northwest",Oncorhynchus masou,Masu(=Cherry) salmon,"Salmons, trouts, smelts",finfish,2016,Russian Federation,61,"Pacific, Northwest",9,0,9,CBA,0.74,0.54
"Oncorhynchus nerka_Canada_Pacific, Northeast",Oncorhynchus nerka,Sockeye(=Red) salmon,"Salmons, trouts, smelts",finfish,2016,Canada,67,"Pacific, Northeast",1550,0,1550,CBA,0.7,0.5
"Oncorhynchus nerka_Japan_Pacific, Northwest",Oncorhynchus nerka,Sockeye(=Red) salmon,"Salmons, trouts, smelts",finfish,2016,Japan,61,"Pacific, Northwest",2250,0,2250,CBA,0.7,0.5
"Oncorhynchus nerka_Russian Federation_Pacific, Northwest",Oncorhynchus nerka,Sockeye(=Red) salmon,"Salmons, trouts, smelts",finfish,2016,Russian Federation,61,"Pacific, Northwest",48269,0,48269,CBA,0.7,0.5
"Oncorhynchus nerka_Russian Federation_Pacific, Northeast",Oncorhynchus nerka,Sockeye(=Red) salmon,"Salmons, trouts, smelts",finfish,2016,Russian Federation,67,"Pacific, Northeast",3,0,3,CBA,0.7,0.5
"Oncorhynchus nerka_United States of America_Pacific, Northeast",Oncorhynchus nerka,Sockeye(=Red) salmon,"Salmons, trouts, smelts",finfish,2016,United States of America,67,"Pacific, Northeast",130297,0,130297,CBA,0.7,0.5
Pagellus erythrinus_Algeria_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Algeria,37,Mediterranean and Black Sea,630,0,630,CBA,0.5,0.3
Pagellus erythrinus_Croatia_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Croatia,37,Mediterranean and Black Sea,57,0,57,CBA,0.5,0.3
Pagellus erythrinus_Cyprus_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Cyprus,37,Mediterranean and Black Sea,17,0.04,17.04,CBA,0.5,0.3
Pagellus erythrinus_Egypt_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Egypt,37,Mediterranean and Black Sea,492,0,492,CBA,0.5,0.3
"Pagellus erythrinus_France_Atlantic, Northeast",Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,France,27,"Atlantic, Northeast",44,0,44,CBA,0.5,0.3
Pagellus erythrinus_France_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,France,37,Mediterranean and Black Sea,142,0,142,CBA,0.5,0.3
Pagellus erythrinus_Israel_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Israel,37,Mediterranean and Black Sea,87,0,87,CBA,0.5,0.3
Pagellus erythrinus_Italy_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Italy,37,Mediterranean and Black Sea,940,0,940,CBA,0.5,0.3
Pagellus erythrinus_Lebanon_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Lebanon,37,Mediterranean and Black Sea,117,0,117,CBA,0.5,0.3
Pagellus erythrinus_Libya_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Libya,37,Mediterranean and Black Sea,3900,0,3900,CBA,0.5,0.3
Pagellus erythrinus_Malta_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Malta,37,Mediterranean and Black Sea,16,0,16,CBA,0.5,0.3
"Pagellus erythrinus_Morocco_Atlantic, Eastern Central",Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Morocco,34,"Atlantic, Eastern Central",981,0,981,CBA,0.5,0.3
Pagellus erythrinus_Morocco_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Morocco,37,Mediterranean and Black Sea,330,0,330,CBA,0.5,0.3
"Pagellus erythrinus_Netherlands_Atlantic, Eastern Central",Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Netherlands,34,"Atlantic, Eastern Central",14,0,14,CBA,0.5,0.3
"Pagellus erythrinus_Portugal_Atlantic, Northeast",Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Portugal,27,"Atlantic, Northeast",85,0,85,CBA,0.5,0.3
Pagellus erythrinus_Slovenia_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Slovenia,37,Mediterranean and Black Sea,5,0,5,CBA,0.5,0.3
"Pagellus erythrinus_Spain_Atlantic, Northeast",Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Spain,27,"Atlantic, Northeast",273,0,273,CBA,0.5,0.3
"Pagellus erythrinus_Spain_Atlantic, Eastern Central",Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Spain,34,"Atlantic, Eastern Central",250,0,250,CBA,0.5,0.3
Pagellus erythrinus_Spain_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Spain,37,Mediterranean and Black Sea,973,0,973,CBA,0.5,0.3
Pagellus erythrinus_Tunisia_Mediterranean and Black Sea,Pagellus erythrinus,Common pandora,Miscellaneous coastal fishes,finfish,2016,Tunisia,37,Mediterranean and Black Sea,4548,0,4548,CBA,0.5,0.3
Platichthys flesus_Albania_Mediterranean and Black Sea,Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Albania,37,Mediterranean and Black Sea,13,0,13,CBA,0.42,0.22
"Platichthys flesus_Belgium_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Belgium,27,"Atlantic, Northeast",218,0,218,CBA,0.42,0.22
"Platichthys flesus_Denmark_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Denmark,27,"Atlantic, Northeast",911,0,911,CBA,0.42,0.22
"Platichthys flesus_Estonia_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Estonia,27,"Atlantic, Northeast",201,0,201,CBA,0.42,0.22
"Platichthys flesus_Finland_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Finland,27,"Atlantic, Northeast",16,0,16,CBA,0.42,0.22
"Platichthys flesus_France_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,France,27,"Atlantic, Northeast",71,0,71,CBA,0.42,0.22
"Platichthys flesus_Germany_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Germany,27,"Atlantic, Northeast",1528,0,1528,CBA,0.42,0.22
"Platichthys flesus_Greenland_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Greenland,27,"Atlantic, Northeast",2,0,2,CBA,0.42,0.22
"Platichthys flesus_Ireland_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Ireland,27,"Atlantic, Northeast",1,0,1,CBA,0.42,0.22
Platichthys flesus_Italy_Mediterranean and Black Sea,Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Italy,37,Mediterranean and Black Sea,19,0,19,CBA,0.42,0.22
"Platichthys flesus_Latvia_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Latvia,27,"Atlantic, Northeast",1924,0,1924,CBA,0.42,0.22
"Platichthys flesus_Lithuania_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Lithuania,27,"Atlantic, Northeast",303,0,303,CBA,0.42,0.22
"Platichthys flesus_Netherlands_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Netherlands,27,"Atlantic, Northeast",1282,0,1282,CBA,0.42,0.22
"Platichthys flesus_Norway_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Norway,27,"Atlantic, Northeast",1,0,1,CBA,0.42,0.22
"Platichthys flesus_Poland_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Poland,27,"Atlantic, Northeast",15060,0,15060,CBA,0.42,0.22
"Platichthys flesus_Portugal_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Portugal,27,"Atlantic, Northeast",36,0,36,CBA,0.42,0.22
"Platichthys flesus_Russian Federation_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Russian Federation,27,"Atlantic, Northeast",1135,0,1135,CBA,0.42,0.22
Platichthys flesus_Slovenia_Mediterranean and Black Sea,Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Slovenia,37,Mediterranean and Black Sea,3,0,3,CBA,0.42,0.22
"Platichthys flesus_Spain_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Spain,27,"Atlantic, Northeast",16,0,16,CBA,0.42,0.22
"Platichthys flesus_Sweden_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Sweden,27,"Atlantic, Northeast",116,0,116,CBA,0.42,0.22
Platichthys flesus_Turkey_Mediterranean and Black Sea,Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Turkey,37,Mediterranean and Black Sea,9,0,9,CBA,0.42,0.22
Platichthys flesus_Ukraine_Mediterranean and Black Sea,Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,Ukraine,37,Mediterranean and Black Sea,5,0,5,CBA,0.42,0.22
"Platichthys flesus_United Kingdom_Atlantic, Northeast",Platichthys flesus,European flounder,"Flounders, halibuts, soles",finfish,2016,United Kingdom,27,"Atlantic, Northeast",115,0,115,CBA,0.42,0.22
"Pleurogrammus azonus_Japan_Pacific, Northwest",Pleurogrammus azonus,Okhotsk atka mackerel,Miscellaneous coastal fishes,finfish,2016,Japan,61,"Pacific, Northwest",17400,0,17400,CBA,0.42,0.22
"Pleurogrammus azonus_Korea, Dem. People's Rep_Pacific, Northwest",Pleurogrammus azonus,Okhotsk atka mackerel,Miscellaneous coastal fishes,finfish,2016,"Korea, Dem. People's Rep",61,"Pacific, Northwest",3100,0,3100,CBA,0.42,0.22
"Pleurogrammus azonus_Korea, Republic of_Pacific, Northwest",Pleurogrammus azonus,Okhotsk atka mackerel,Miscellaneous coastal fishes,finfish,2016,"Korea, Republic of",61,"Pacific, Northwest",3507,0,3507,CBA,0.42,0.22
"Pleurogrammus azonus_Russian Federation_Pacific, Northwest",Pleurogrammus azonus,Okhotsk atka mackerel,Miscellaneous coastal fishes,finfish,2016,Russian Federation,61,"Pacific, Northwest",23393,0,23393,CBA,0.42,0.22
"Pollachius pollachius_Belgium_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Belgium,27,"Atlantic, Northeast",63,0,63,CBA,0.53,0.33
"Pollachius pollachius_Channel Islands_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Channel Islands,27,"Atlantic, Northeast",57,0,57,CBA,0.53,0.33
"Pollachius pollachius_Denmark_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Denmark,27,"Atlantic, Northeast",278,0,278,CBA,0.53,0.33
"Pollachius pollachius_Faroe Islands_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Faroe Islands,27,"Atlantic, Northeast",21,0,21,CBA,0.53,0.33
"Pollachius pollachius_France_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,France,27,"Atlantic, Northeast",2525,0,2525,CBA,0.53,0.33
"Pollachius pollachius_Germany_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Germany,27,"Atlantic, Northeast",116,0,116,CBA,0.53,0.33
"Pollachius pollachius_Greenland_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Greenland,27,"Atlantic, Northeast",1,0,1,CBA,0.53,0.33
"Pollachius pollachius_Ireland_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Ireland,27,"Atlantic, Northeast",1117,0,1117,CBA,0.53,0.33
"Pollachius pollachius_Isle of Man_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Isle of Man,27,"Atlantic, Northeast",2,0,2,CBA,0.53,0.33
"Pollachius pollachius_Netherlands_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Netherlands,27,"Atlantic, Northeast",3,0,3,CBA,0.53,0.33
"Pollachius pollachius_Norway_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Norway,27,"Atlantic, Northeast",1947,0,1947,CBA,0.53,0.33
"Pollachius pollachius_Poland_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Poland,27,"Atlantic, Northeast",3,0,3,CBA,0.53,0.33
"Pollachius pollachius_Portugal_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Portugal,27,"Atlantic, Northeast",47,0,47,CBA,0.53,0.33
"Pollachius pollachius_Spain_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Spain,27,"Atlantic, Northeast",323,0,323,CBA,0.53,0.33
"Pollachius pollachius_Sweden_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,Sweden,27,"Atlantic, Northeast",84,0,84,CBA,0.53,0.33
"Pollachius pollachius_United Kingdom_Atlantic, Northeast",Pollachius pollachius,Pollack,"Cods, hakes, haddocks",finfish,2016,United Kingdom,27,"Atlantic, Northeast",2324,0,2324,CBA,0.53,0.33
Seriola dumerili_Albania_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Albania,37,Mediterranean and Black Sea,7,0,7,CBA,0.64,0.44
Seriola dumerili_Algeria_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Algeria,37,Mediterranean and Black Sea,152,0,152,CBA,0.64,0.44
"Seriola dumerili_Bahrain_Indian Ocean, Western",Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Bahrain,51,"Indian Ocean, Western",82,0,82,CBA,0.64,0.44
"Seriola dumerili_Bermuda_Atlantic, Western Central",Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Bermuda,31,"Atlantic, Western Central",7,0,7,CBA,0.64,0.44
Seriola dumerili_Croatia_Mediterranean and Black Sea,Seriola dumerili,Greater amberjack,Miscellaneous pelagic fishes,finfish,2016,Croatia,37,Mediterranean and Black Sea,31,0,31,CBA,0.64,0.44
