,Sp_name,Sci_name,Group,ISSCAAP,Country,Fishing_area,AQ_median,AQ_q25,AQ_q75,AQ_medianNOW,AQ_q25NOW,AQ_q75NOW,Net_Median,Net_q25,Net_q75,Larval_M,Adult_M,CAPSUM_tonnes,AQSUM_tonnes,Positive,Percent_spared
113,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Spain,Mediterranean and Black Sea,31.9,27.9,37.2,37.2,37.2,37.2,5.3,0,9.3,0.6,0.4,62,0,1,0.09
114,Common two-banded seabream,Diplodus vulgaris,finfish,Miscellaneous coastal fishes,Tunisia,Mediterranean and Black Sea,45.8,40,53.4,53.4,53.4,53.4,7.6,0,13.4,0.6,0.4,89,0,1,0.09
115,Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Indonesia,"Indian Ocean, Eastern",295.9,258.9,345.2,398.32,398.32,398.32,102.42,53.12,139.42,0.68,0.48,766,0,1,0.13
116,Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Indonesia,"Pacific, Western Central",3351,2932.2,3909.5,4511,4511,4511,1160,601.5,1578.8,0.68,0.48,8675,0,1,0.13
117,Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Iran (Islamic Rep. of),"Indian Ocean, Western",616.5,539.4,719.3,829.92,829.92,829.92,213.42,110.62,290.52,0.68,0.48,1596,0,1,0.13
118,Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Kuwait,"Indian Ocean, Western",14.3,12.5,16.7,19.24,19.24,19.24,4.94,2.54,6.74,0.68,0.48,37,0,1,0.13
119,Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Pakistan,"Indian Ocean, Western",102.4,89.5,119.4,137.8,137.8,137.8,35.4,18.4,48.3,0.68,0.48,265,0,1,0.13
120,Fourfinger threadfin,Eleutheronema tetradactylum,finfish,Miscellaneous coastal fishes,Taiwan Province of China,"Pacific, Northwest",225.6,197.4,263.2,303.68,303.68,303.68,78.08,40.48,106.28,0.68,0.48,584,0,1,0.13
121,Areolate grouper,Epinephelus areolatus,finfish,Miscellaneous coastal fishes,Egypt,"Indian Ocean, Western",63.5,55.6,74.1,67.32,67.32,67.32,3.82,-6.78,11.72,0.54,0.34,102,0,1,0.04
122,Areolate grouper,Epinephelus areolatus,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",297.5,260.3,347,315.48,315.48,315.48,17.98,-31.52,55.18,0.54,0.34,478,0,1,0.04
123,Orange-spotted grouper,Epinephelus coioides,finfish,Miscellaneous coastal fishes,Iran (Islamic Rep. of),"Indian Ocean, Western",4160.1,3640.1,4853.4,3686.14,3686.14,3686.14,-473.96,-1167.26,46.04,0.41,0.21,4666,0,0,-0.1
124,Orange-spotted grouper,Epinephelus coioides,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",41.9,36.7,48.9,37.13,37.13,37.13,-4.77,-11.77,0.43,0.41,0.21,47,0,0,-0.1
125,Orange-spotted grouper,Epinephelus coioides,finfish,Miscellaneous coastal fishes,United Arab Emirates,"Indian Ocean, Western",7141.5,6248.8,8331.7,6327.9,6327.9,6327.9,-813.6,-2003.8,79.1,0.41,0.21,8010,0,0,-0.1
126,Brown-marbled grouper,Epinephelus fuscoguttatus,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",43.8,38.3,51.1,41.44,41.44,41.44,-2.36,-9.66,3.14,0.46,0.26,56,0,0,-0.04
127,Greasy grouper,Epinephelus tauvina,finfish,Miscellaneous coastal fishes,Egypt,"Indian Ocean, Western",77.7,68,90.7,68,68,68,-9.7,-22.7,0,0.4,0.2,85,0,0,-0.11
128,Greasy grouper,Epinephelus tauvina,finfish,Miscellaneous coastal fishes,Indonesia,"Indian Ocean, Eastern",5275.4,4616,6154.7,4616,4616,4616,-659.4,-1538.7,0,0.4,0.2,5770,0,0,-0.11
129,Greasy grouper,Epinephelus tauvina,finfish,Miscellaneous coastal fishes,Indonesia,"Pacific, Western Central",11542.9,10100,13466.7,10100,10100,10100,-1442.9,-3366.7,0,0.4,0.2,12625,0,0,-0.11
130,Greasy grouper,Epinephelus tauvina,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",998.4,873.6,1164.8,873.6,873.6,873.6,-124.8,-291.2,0,0.4,0.2,1092,0,0,-0.11
131,Golden trevally,Gnathanodon speciosus,finfish,Miscellaneous pelagic fishes,Bahrain,"Indian Ocean, Western",26.3,23,30.7,40.02,40.02,40.02,13.72,9.32,17.02,0.74,0.54,87,0,1,0.16
132,Golden trevally,Gnathanodon speciosus,finfish,Miscellaneous pelagic fishes,Qatar,"Indian Ocean, Western",67.7,59.2,79,103.04,103.04,103.04,35.34,24.04,43.84,0.74,0.54,224,0,1,0.16
133,Golden trevally,Gnathanodon speciosus,finfish,Miscellaneous pelagic fishes,Saudi Arabia,"Indian Ocean, Western",210.7,184.4,245.8,320.62,320.62,320.62,109.92,74.82,136.22,0.74,0.54,697,0,1,0.16
134,Golden trevally,Gnathanodon speciosus,finfish,Miscellaneous pelagic fishes,United Arab Emirates,"Indian Ocean, Western",507.8,444.4,592.5,772.8,772.8,772.8,265,180.3,328.4,0.74,0.54,1680,0,1,0.16
135,Dotted gizzard shad,Konosirus punctatus,finfish,Shads,Japan,"Pacific, Northwest",1661,1453.4,1937.9,2236,2236,2236,575,298.1,782.6,0.68,0.48,4300,0,1,0.13
136,Trumpet emperor,Lethrinus miniatus,finfish,Miscellaneous coastal fishes,Taiwan Province of China,"Pacific, Northwest",10.3,9,12,11.05,11.05,11.05,0.75,-0.95,2.05,0.55,0.35,17,0,1,0.04
137,Mangrove red snapper,Lutjanus argentimaculatus,finfish,Miscellaneous coastal fishes,Malaysia,"Indian Ocean, Eastern",1199.1,1049.2,1399,1062.55,1062.55,1062.55,-136.55,-336.45,13.35,0.41,0.21,1345,0,0,-0.1
138,Mangrove red snapper,Lutjanus argentimaculatus,finfish,Miscellaneous coastal fishes,Malaysia,"Pacific, Western Central",6552.2,5733.1,7644.2,5805.71,5805.71,5805.71,-746.49,-1838.49,72.61,0.41,0.21,7349,0,0,-0.1
139,Mangrove red snapper,Lutjanus argentimaculatus,finfish,Miscellaneous coastal fishes,Pakistan,"Indian Ocean, Western",999.4,874.5,1166,885.59,885.59,885.59,-113.81,-280.41,11.09,0.41,0.21,1121,0,0,-0.1
140,John's snapper,Lutjanus johnii,finfish,Miscellaneous coastal fishes,Iran (Islamic Rep. of),"Indian Ocean, Western",5403.8,4728.3,6304.4,4788.19,4788.19,4788.19,-615.61,-1516.21,59.89,0.41,0.21,6061,0,0,-0.1
141,Malabar blood snapper,Lutjanus malabaricus,finfish,Miscellaneous coastal fishes,Iran (Islamic Rep. of),"Indian Ocean, Western",1461.2,1278.6,1704.7,1262.79,1262.79,1262.79,-198.41,-441.91,-15.81,0.39,0.19,1559,0,0,-0.13
142,Malabar blood snapper,Lutjanus malabaricus,finfish,Miscellaneous coastal fishes,Qatar,"Indian Ocean, Western",103.1,90.2,120.3,89.1,89.1,89.1,-14,-31.2,-1.1,0.39,0.19,110,0,0,-0.13
143,Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,Brazil,"Atlantic, Southwest",882.6,772.3,1029.7,694.2,694.2,694.2,-188.4,-335.5,-78.1,0.31,0.11,780,0,0,-0.24
144,Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,Colombia,"Atlantic, Western Central",1.1,1,1.3,0.89,0.89,0.89,-0.21,-0.41,-0.11,0.31,0.11,1,0,0,-0.21
145,Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,Dominican Republic,"Atlantic, Western Central",48.6,42.6,56.8,38.27,38.27,38.27,-10.33,-18.53,-4.33,0.31,0.11,43,0,0,-0.24
146,Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,French Guiana,"Atlantic, Western Central",28.3,24.7,33,22.25,22.25,22.25,-6.05,-10.75,-2.45,0.31,0.11,25,0,0,-0.24
147,Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,Mexico,"Atlantic, Western Central",1.1,1,1.3,0.89,0.89,0.89,-0.21,-0.41,-0.11,0.31,0.11,1,0,0,-0.21
148,Tarpon,Megalops atlanticus,finfish,Miscellaneous coastal fishes,"Venezuela, Boliv Rep of","Atlantic, Western Central",146,127.7,170.3,114.81,114.81,114.81,-31.19,-55.49,-12.89,0.31,0.11,129,0,0,-0.24
149,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Belgium,"Atlantic, Northeast",102.9,90.1,120.1,102.9,102.9,102.9,0,-17.2,12.8,0.5,0.3,147,0,0,0
150,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Canada,"Atlantic, Northwest",11109.7,9721,12961.3,11109.7,11109.7,11109.7,0,-1851.6,1388.7,0.5,0.3,15871,0,0,0
151,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Denmark,"Atlantic, Northeast",1577.8,1380.5,1840.8,1577.8,1577.8,1577.8,2.27E-13,-263,197.3,0.5,0.3,2254,0,1,0
152,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Estonia,"Atlantic, Northwest",16.8,14.7,19.6,16.8,16.8,16.8,0,-2.8,2.1,0.5,0.3,24,0,0,0
153,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Faroe Islands,"Atlantic, Northwest",0.7,0.6,0.8,0.7,0.7,0.7,0,-0.1,0.1,0.5,0.3,1,0,0,0
154,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Faroe Islands,"Atlantic, Northeast",5035.8,4406.4,5875.1,5035.8,5035.8,5035.8,0,-839.3,629.4,0.5,0.3,7194,0,0,0
155,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",France,"Atlantic, Northeast",3691.8,3230.4,4307.1,3691.8,3691.8,3691.8,0,-615.3,461.4,0.5,0.3,5274,0,0,0
156,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Germany,"Atlantic, Northeast",595.7,521.3,695,595.7,595.7,595.7,0,-99.3,74.4,0.5,0.3,851,0,0,0
157,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Greenland,"Atlantic, Northeast",981.4,858.8,1145,981.4,981.4,981.4,1.14E-13,-163.6,122.6,0.5,0.3,1402,0,1,0
158,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Iceland,"Atlantic, Northeast",26929,23562.8,31417.2,26929,26929,26929,0,-4488.2,3366.2,0.5,0.3,38470,0,0,0
159,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Ireland,"Atlantic, Northeast",2640.4,2310.3,3080.5,2640.4,2640.4,2640.4,0,-440.1,330.1,0.5,0.3,3772,0,0,0
160,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Isle of Man,"Atlantic, Northeast",0.7,0.6,0.8,0.7,0.7,0.7,0,-0.1,0.1,0.5,0.3,1,0,0,0
161,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Netherlands,"Atlantic, Northeast",141.4,123.8,165,141.4,141.4,141.4,0,-23.6,17.6,0.5,0.3,202,0,0,0
162,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Norway,"Atlantic, Northwest",0.7,0.6,0.8,0.7,0.7,0.7,0,-0.1,0.1,0.5,0.3,1,0,0,0
163,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Norway,"Atlantic, Northeast",77234.5,67580.2,90106.9,77234.5,77234.5,77234.5,0,-12872.4,9654.3,0.5,0.3,110335,0,0,0
164,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Poland,"Atlantic, Northeast",147.7,129.3,172.3,147.7,147.7,147.7,0,-24.6,18.4,0.5,0.3,211,0,0,0
165,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Portugal,"Atlantic, Northwest",110.6,96.7,129,110.6,110.6,110.6,0,-18.4,13.9,0.5,0.3,158,0,0,0
166,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Portugal,"Atlantic, Northeast",84,73.5,98,84,84,84,0,-14,10.5,0.5,0.3,120,0,0,0
167,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Russian Federation,"Atlantic, Northeast",80997.7,70873,94497.3,80997.7,80997.7,80997.7,1.46E-11,-13499.6,10124.7,0.5,0.3,115711,0,1,0
168,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Spain,"Atlantic, Northwest",32.2,28.1,37.6,32.2,32.2,32.2,0,-5.4,4.1,0.5,0.3,46,0,0,0
169,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Spain,"Atlantic, Northeast",126,110.2,147,126,126,126,0,-21,15.8,0.5,0.3,180,0,0,0
170,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",St. Pierre and Miquelon,"Atlantic, Northwest",88.2,77.1,102.9,88.2,88.2,88.2,0,-14.7,11.1,0.5,0.3,126,0,0,0
171,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",Sweden,"Atlantic, Northeast",173.6,151.9,202.5,173.6,173.6,173.6,2.84E-14,-28.9,21.7,0.5,0.3,248,0,1,0
172,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",United Kingdom,"Atlantic, Northeast",23800.7,20825.6,27767.5,23800.7,23800.7,23800.7,0,-3966.8,2975.1,0.5,0.3,34001,0,0,0
173,Haddock,Melanogrammus aeglefinus,finfish,"Cods, hakes, haddocks",United States of America,"Atlantic, Northwest",3510.5,3071.7,4095.6,3510.5,3510.5,3510.5,0,-585.1,438.8,0.5,0.3,5015,0,0,0
174,Mi-iuy (brown) croaker,Miichthys miiuy,finfish,Miscellaneous coastal fishes,China,"Pacific, Northwest",30247.7,26466.8,35288.9,39209.94,39209.94,39209.94,8962.24,3921.04,12743.14,0.66,0.46,72611,0,1,0.12
175,Mi-iuy (brown) croaker,Miichthys miiuy,finfish,Miscellaneous coastal fishes,Taiwan Province of China,"Pacific, Northwest",75.4,65.9,88,97.74,97.74,97.74,22.34,9.74,31.84,0.66,0.46,181,0,1,0.12
176,Daggertooth pike conger,Muraenesox cinereus,finfish,Miscellaneous demersal fishes,China,"Pacific, Northwest",288475.6,252416.1,336554.8,280462.32,280462.32,280462.32,-8013.28,-56092.48,28046.22,0.48,0.28,389531,0,0,-0.02
177,Daggertooth pike conger,Muraenesox cinereus,finfish,Miscellaneous demersal fishes,"Korea, Republic of","Pacific, Northwest",1020.5,892.9,1190.6,992.16,992.16,992.16,-28.34,-198.44,99.26,0.48,0.28,1378,0,0,-0.02
178,Daggertooth pike conger,Muraenesox cinereus,finfish,Miscellaneous demersal fishes,Malaysia,"Indian Ocean, Eastern",1518.9,1329,1772.1,1476.72,1476.72,1476.72,-42.18,-295.38,147.72,0.48,0.28,2051,0,0,-0.02
179,Daggertooth pike conger,Muraenesox cinereus,finfish,Miscellaneous demersal fishes,Malaysia,"Pacific, Western Central",3300,2887.5,3850,3208.32,3208.32,3208.32,-91.68,-641.68,320.82,0.48,0.28,4456,0,0,-0.02
180,Daggertooth pike conger,Muraenesox cinereus,finfish,Miscellaneous demersal fishes,Taiwan Province of China,"Pacific, Northwest",279.2,244.3,325.7,271.44,271.44,271.44,-7.76,-54.26,27.14,0.48,0.28,377,0,0,-0.02
181,Daggertooth pike conger,Muraenesox cinereus,finfish,Miscellaneous demersal fishes,Thailand,"Indian Ocean, Eastern",315.5,276,368.1,306.72,306.72,306.72,-8.78,-61.38,30.72,0.48,0.28,426,0,0,-0.02
182,Daggertooth pike conger,Muraenesox cinereus,finfish,Miscellaneous demersal fishes,Thailand,"Pacific, Western Central",1293,1131.4,1508.5,1257.12,1257.12,1257.12,-35.88,-251.38,125.72,0.48,0.28,1746,0,0,-0.02
183,Black grouper,Mycteroperca bonaci,finfish,Miscellaneous coastal fishes,Bermuda,"Atlantic, Western Central",12.8,11.2,14.9,11.2,11.2,11.2,-1.6,-3.7,0,0.4,0.2,14,0,0,-0.11
184,Black grouper,Mycteroperca bonaci,finfish,Miscellaneous coastal fishes,United States of America,"Atlantic, Western Central",52.1,45.6,60.8,45.6,45.6,45.6,-6.5,-15.2,0,0.4,0.2,57,0,0,-0.11
185,Masu(=Cherry) salmon,Oncorhynchus masou,finfish,"Salmons, trouts, smelts",Japan,"Pacific, Northwest",272,238,317.4,414,414,414,142,96.6,176,0.74,0.54,900,0,1,0.16
186,Masu(=Cherry) salmon,Oncorhynchus masou,finfish,"Salmons, trouts, smelts",Russian Federation,"Pacific, Northwest",2.7,2.4,3.2,4.14,4.14,4.14,1.44,0.94,1.74,0.74,0.54,9,0,1,0.16
187,Sockeye(=Red) salmon,Oncorhynchus nerka,finfish,"Salmons, trouts, smelts",Canada,"Pacific, Northeast",553.6,484.4,645.9,775,775,775,221.4,129.1,290.6,0.7,0.5,1550,0,1,0.14
188,Sockeye(=Red) salmon,Oncorhynchus nerka,finfish,"Salmons, trouts, smelts",Japan,"Pacific, Northwest",803.6,703.1,937.5,1125,1125,1125,321.4,187.5,421.9,0.7,0.5,2250,0,1,0.14
189,Sockeye(=Red) salmon,Oncorhynchus nerka,finfish,"Salmons, trouts, smelts",Russian Federation,"Pacific, Northwest",17238.9,15084,20112.1,24134.5,24134.5,24134.5,6895.6,4022.4,9050.5,0.7,0.5,48269,0,1,0.14
190,Sockeye(=Red) salmon,Oncorhynchus nerka,finfish,"Salmons, trouts, smelts",Russian Federation,"Pacific, Northeast",1.1,1,1.2,1.5,1.5,1.5,0.4,0.3,0.5,0.7,0.5,3,0,1,0.13
191,Sockeye(=Red) salmon,Oncorhynchus nerka,finfish,"Salmons, trouts, smelts",United States of America,"Pacific, Northeast",46534.7,40717.8,54290.4,65148.5,65148.5,65148.5,18613.8,10858.1,24430.7,0.7,0.5,130297,0,1,0.14
192,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Algeria,Mediterranean and Black Sea,441,385.8,514.5,441,441,441,0,-73.5,55.2,0.5,0.3,630,0,0,0
193,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Croatia,Mediterranean and Black Sea,39.9,34.9,46.5,39.9,39.9,39.9,7.11E-15,-6.6,5,0.5,0.3,57,0,1,0
194,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Cyprus,Mediterranean and Black Sea,11.9,10.4,13.9,12,11.9,12,0.1,-1.9,1.5,0.5,0.3,17,0.04,1,0.01
195,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Egypt,Mediterranean and Black Sea,344.4,301.4,401.8,344.4,344.4,344.4,0,-57.4,43,0.5,0.3,492,0,0,0
196,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,France,"Atlantic, Northeast",30.8,27,35.9,30.8,30.8,30.8,0,-5.1,3.8,0.5,0.3,44,0,0,0
197,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,France,Mediterranean and Black Sea,99.4,86.9,116,99.4,99.4,99.4,0,-16.6,12.5,0.5,0.3,142,0,0,0
198,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Israel,Mediterranean and Black Sea,60.9,53.3,71,60.9,60.9,60.9,7.11E-15,-10.1,7.6,0.5,0.3,87,0,1,0
199,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Italy,Mediterranean and Black Sea,658,575.8,767.7,658,658,658,0,-109.7,82.2,0.5,0.3,940,0,0,0
200,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Lebanon,Mediterranean and Black Sea,81.9,71.6,95.6,81.9,81.9,81.9,0,-13.7,10.3,0.5,0.3,117,0,0,0
201,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Libya,Mediterranean and Black Sea,2730,2388.8,3185,2730,2730,2730,0,-455,341.2,0.5,0.3,3900,0,0,0
202,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Malta,Mediterranean and Black Sea,11.2,9.8,13.1,11.2,11.2,11.2,0,-1.9,1.4,0.5,0.3,16,0,0,0
203,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Morocco,"Atlantic, Eastern Central",686.7,600.8,801.2,686.7,686.7,686.7,0,-114.5,85.9,0.5,0.3,981,0,0,0
204,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Morocco,Mediterranean and Black Sea,231,202.2,269.5,231,231,231,0,-38.5,28.8,0.5,0.3,330,0,0,0
205,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Netherlands,"Atlantic, Eastern Central",9.8,8.5,11.4,9.8,9.8,9.8,0,-1.6,1.3,0.5,0.3,14,0,0,0
206,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Portugal,"Atlantic, Northeast",59.5,52,69.4,59.5,59.5,59.5,0,-9.9,7.5,0.5,0.3,85,0,0,0
207,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Slovenia,Mediterranean and Black Sea,3.5,3,4.1,3.5,3.5,3.5,0,-0.6,0.5,0.5,0.3,5,0,0,0
208,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Spain,"Atlantic, Northeast",191.1,167.2,222.9,191.1,191.1,191.1,2.84E-14,-31.8,23.9,0.5,0.3,273,0,1,0
209,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Spain,"Atlantic, Eastern Central",175,153.2,204.2,175,175,175,0,-29.2,21.8,0.5,0.3,250,0,0,0
210,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Spain,Mediterranean and Black Sea,681.1,595.9,794.6,681.1,681.1,681.1,0,-113.5,85.2,0.5,0.3,973,0,0,0
211,Common pandora,Pagellus erythrinus,finfish,Miscellaneous coastal fishes,Tunisia,Mediterranean and Black Sea,3183.6,2785.7,3714.2,3183.6,3183.6,3183.6,4.55E-13,-530.6,397.9,0.5,0.3,4548,0,1,0
212,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Albania,Mediterranean and Black Sea,11.3,9.8,13.2,10.14,10.14,10.14,-1.16,-3.06,0.34,0.42,0.22,13,0,0,-0.09
213,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Belgium,"Atlantic, Northeast",189.5,165.8,221.1,170.04,170.04,170.04,-19.46,-51.06,4.24,0.42,0.22,218,0,0,-0.09
214,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Denmark,"Atlantic, Northeast",791.8,692.9,923.8,710.58,710.58,710.58,-81.22,-213.22,17.68,0.42,0.22,911,0,0,-0.09
215,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Estonia,"Atlantic, Northeast",174.6,152.8,203.8,156.78,156.78,156.78,-17.82,-47.02,3.98,0.42,0.22,201,0,0,-0.09
216,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Finland,"Atlantic, Northeast",14,12.2,16.2,12.48,12.48,12.48,-1.52,-3.72,0.28,0.42,0.22,16,0,0,-0.1
217,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",France,"Atlantic, Northeast",61.7,54.1,72,55.38,55.38,55.38,-6.32,-16.62,1.28,0.42,0.22,71,0,0,-0.09
218,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Germany,"Atlantic, Northeast",1328.1,1162,1549.4,1191.84,1191.84,1191.84,-136.26,-357.56,29.84,0.42,0.22,1528,0,0,-0.09
219,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Greenland,"Atlantic, Northeast",1.8,1.6,2,1.56,1.56,1.56,-0.24,-0.44,-0.04,0.42,0.22,2,0,0,-0.12
220,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Ireland,"Atlantic, Northeast",0.9,0.7,1,0.78,0.78,0.78,-0.12,-0.22,0.08,0.42,0.22,1,0,0,-0.12
221,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Italy,Mediterranean and Black Sea,16.5,14.5,19.3,14.82,14.82,14.82,-1.68,-4.48,0.32,0.42,0.22,19,0,0,-0.09
222,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Latvia,"Atlantic, Northeast",1672.2,1463.2,1950.9,1500.72,1500.72,1500.72,-171.48,-450.18,37.52,0.42,0.22,1924,0,0,-0.09
223,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Lithuania,"Atlantic, Northeast",263.4,230.5,307.2,236.34,236.34,236.34,-27.06,-70.86,5.84,0.42,0.22,303,0,0,-0.09
224,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Netherlands,"Atlantic, Northeast",1114.2,975,1299.9,999.96,999.96,999.96,-114.24,-299.94,24.96,0.42,0.22,1282,0,0,-0.09
225,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Norway,"Atlantic, Northeast",0.9,0.7,1,0.78,0.78,0.78,-0.12,-0.22,0.08,0.42,0.22,1,0,0,-0.12
226,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Poland,"Atlantic, Northeast",13089.3,11453.1,15270.8,11746.8,11746.8,11746.8,-1342.5,-3524,293.7,0.42,0.22,15060,0,0,-0.09
227,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Portugal,"Atlantic, Northeast",31.3,27.4,36.5,28.08,28.08,28.08,-3.22,-8.42,0.68,0.42,0.22,36,0,0,-0.09
228,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Russian Federation,"Atlantic, Northeast",986.5,863.2,1150.9,885.3,885.3,885.3,-101.2,-265.6,22.1,0.42,0.22,1135,0,0,-0.09
229,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Slovenia,Mediterranean and Black Sea,2.7,2.3,3,2.34,2.34,2.34,-0.36,-0.66,0.04,0.42,0.22,3,0,0,-0.12
230,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Spain,"Atlantic, Northeast",14,12.2,16.2,12.48,12.48,12.48,-1.52,-3.72,0.28,0.42,0.22,16,0,0,-0.1
231,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Sweden,"Atlantic, Northeast",100.8,88.2,117.6,90.48,90.48,90.48,-10.32,-27.12,2.28,0.42,0.22,116,0,0,-0.09
232,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Turkey,Mediterranean and Black Sea,7.9,6.8,9.1,7.02,7.02,7.02,-0.88,-2.08,0.22,0.42,0.22,9,0,0,-0.1
233,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",Ukraine,Mediterranean and Black Sea,4.3,3.7,5.1,3.9,3.9,3.9,-0.4,-1.2,0.2,0.42,0.22,5,0,0,-0.08
234,European flounder,Platichthys flesus,finfish,"Flounders, halibuts, soles",United Kingdom,"Atlantic, Northeast",100,87.5,116.6,89.7,89.7,89.7,-10.3,-26.9,2.2,0.42,0.22,115,0,0,-0.09
235,Okhotsk atka mackerel,Pleurogrammus azonus,finfish,Miscellaneous coastal fishes,Japan,"Pacific, Northwest",15123,13232.7,17643.6,13572,13572,13572,-1551,-4071.6,339.3,0.42,0.22,17400,0,0,-0.09
