,Sp_name,Sci_name,Group,ISSCAAP,Country,Fishing_area,AQ_median,AQ_q25,AQ_q75,AQ_medianNOW,AQ_q25NOW,AQ_q75NOW,Net_Median,Net_q25,Net_q75,Larval_M,Adult_M,CAPSUM_tonnes,AQSUM_tonnes,Positive,Percent_spared
236,Okhotsk atka mackerel,Pleurogrammus azonus,finfish,Miscellaneous coastal fishes,"Korea, Dem. People's Rep","Pacific, Northwest",2694.4,2357.6,3143.4,2418,2418,2418,-276.4,-725.4,60.4,0.42,0.22,3100,0,0,-0.09
237,Okhotsk atka mackerel,Pleurogrammus azonus,finfish,Miscellaneous coastal fishes,"Korea, Republic of","Pacific, Northwest",3048.1,2667.1,3556.1,2735.46,2735.46,2735.46,-312.64,-820.64,68.36,0.42,0.22,3507,0,0,-0.09
238,Okhotsk atka mackerel,Pleurogrammus azonus,finfish,Miscellaneous coastal fishes,Russian Federation,"Pacific, Northwest",20331.9,17790.3,23720.5,18246.54,18246.54,18246.54,-2085.36,-5473.96,456.24,0.42,0.22,23393,0,0,-0.09
239,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Belgium,"Atlantic, Northeast",40.4,35.4,47.1,42.21,42.21,42.21,1.81,-4.89,6.81,0.53,0.33,63,0,1,0.03
240,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Channel Islands,"Atlantic, Northeast",36.5,32,42.6,38.19,38.19,38.19,1.69,-4.41,6.19,0.53,0.33,57,0,1,0.03
241,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Denmark,"Atlantic, Northeast",178.3,156,208,186.26,186.26,186.26,7.96,-21.74,30.26,0.53,0.33,278,0,1,0.03
242,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Faroe Islands,"Atlantic, Northeast",13.5,11.8,15.7,14.07,14.07,14.07,0.57,-1.63,2.27,0.53,0.33,21,0,1,0.03
243,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",France,"Atlantic, Northeast",1619.3,1416.8,1889.1,1691.75,1691.75,1691.75,72.45,-197.35,274.95,0.53,0.33,2525,0,1,0.03
244,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Germany,"Atlantic, Northeast",74.4,65.1,86.8,77.72,77.72,77.72,3.32,-9.08,12.62,0.53,0.33,116,0,1,0.03
245,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Greenland,"Atlantic, Northeast",0.6,0.5,0.7,0.67,0.67,0.67,0.07,-0.03,0.17,0.53,0.33,1,0,1,0.07
246,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Ireland,"Atlantic, Northeast",716.3,626.8,835.7,748.39,748.39,748.39,32.09,-87.31,121.59,0.53,0.33,1117,0,1,0.03
247,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Isle of Man,"Atlantic, Northeast",1.3,1.1,1.5,1.34,1.34,1.34,0.04,-0.16,0.24,0.53,0.33,2,0,1,0.02
248,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Netherlands,"Atlantic, Northeast",1.9,1.7,2.2,2.01,2.01,2.01,0.11,-0.19,0.31,0.53,0.33,3,0,1,0.04
249,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Norway,"Atlantic, Northeast",1248.5,1092.5,1456.6,1304.49,1304.49,1304.49,55.99,-152.11,211.99,0.53,0.33,1947,0,1,0.03
250,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Poland,"Atlantic, Northeast",1.9,1.7,2.2,2.01,2.01,2.01,0.11,-0.19,0.31,0.53,0.33,3,0,1,0.04
251,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Portugal,"Atlantic, Northeast",30.1,26.4,35.2,31.49,31.49,31.49,1.39,-3.71,5.09,0.53,0.33,47,0,1,0.03
252,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Spain,"Atlantic, Northeast",207.1,181.2,241.7,216.41,216.41,216.41,9.31,-25.29,35.21,0.53,0.33,323,0,1,0.03
253,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",Sweden,"Atlantic, Northeast",53.9,47.1,62.8,56.28,56.28,56.28,2.38,-6.52,9.18,0.53,0.33,84,0,1,0.03
254,Pollack,Pollachius pollachius,finfish,"Cods, hakes, haddocks",United Kingdom,"Atlantic, Northeast",1490.3,1304,1738.7,1557.08,1557.08,1557.08,66.78,-181.62,253.08,0.53,0.33,2324,0,1,0.03
255,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Albania,Mediterranean and Black Sea,3.1,2.7,3.7,3.92,3.92,3.92,0.82,0.22,1.22,0.64,0.44,7,0,1,0.12
256,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Algeria,Mediterranean and Black Sea,68.1,59.6,79.4,85.12,85.12,85.12,17.02,5.72,25.52,0.64,0.44,152,0,1,0.11
257,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Bahrain,"Indian Ocean, Western",36.7,32.1,42.9,45.92,45.92,45.92,9.22,3.02,13.82,0.64,0.44,82,0,1,0.11
258,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Bermuda,"Atlantic, Western Central",3.1,2.7,3.7,3.92,3.92,3.92,0.82,0.22,1.22,0.64,0.44,7,0,1,0.12
259,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Croatia,Mediterranean and Black Sea,13.9,12.2,16.2,17.36,17.36,17.36,3.46,1.16,5.16,0.64,0.44,31,0,1,0.11
260,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Cyprus,Mediterranean and Black Sea,2.7,2.4,3.1,3.36,3.36,3.36,0.66,0.26,0.96,0.64,0.44,6,0,1,0.11
261,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,France,Mediterranean and Black Sea,22.4,19.6,26.1,28,28,28,5.6,1.9,8.4,0.64,0.44,50,0,1,0.11
262,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Greece,Mediterranean and Black Sea,209.7,183.5,244.6,262.08,262.08,262.08,52.38,17.48,78.58,0.64,0.44,468,0,1,0.11
263,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Israel,Mediterranean and Black Sea,17.9,15.7,20.9,22.4,22.4,22.4,4.5,1.5,6.7,0.64,0.44,40,0,1,0.11
264,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Italy,Mediterranean and Black Sea,359.7,314.8,419.7,449.68,449.68,449.68,89.98,29.98,134.88,0.64,0.44,803,0,1,0.11
265,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Lebanon,Mediterranean and Black Sea,42.6,37.2,49.6,53.2,53.2,53.2,10.6,3.6,16,0.64,0.44,95,0,1,0.11
266,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Libya,Mediterranean and Black Sea,215,188.2,250.9,268.8,268.8,268.8,53.8,17.9,80.6,0.64,0.44,480,0,1,0.11
267,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Malta,Mediterranean and Black Sea,1.3,1.2,1.6,1.68,1.68,1.68,0.38,0.08,0.48,0.64,0.44,3,0,1,0.13
268,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Portugal,"Atlantic, Northeast",21.7,19,25.3,27.02,26.92,27.12,5.32,1.82,7.92,0.64,0.44,47,1.47,1,0.11
269,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Spain,"Atlantic, Northeast",2.2,2,2.6,2.8,2.8,2.8,0.6,0.2,0.8,0.64,0.44,5,0,1,0.12
270,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Spain,Mediterranean and Black Sea,103,90.2,120.2,128.8,128.8,128.8,25.8,8.6,38.6,0.64,0.44,230,0,1,0.11
271,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Syrian Arab Republic,Mediterranean and Black Sea,11.2,9.8,13.1,14,14,14,2.8,0.9,4.2,0.64,0.44,25,0,1,0.11
272,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Taiwan Province of China,"Pacific, Northwest",294.3,257.5,343.4,367.92,367.92,367.92,73.62,24.52,110.42,0.64,0.44,657,0,1,0.11
273,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,Tunisia,Mediterranean and Black Sea,70.3,61.5,82.1,87.92,87.92,87.92,17.62,5.82,26.42,0.64,0.44,157,0,1,0.11
274,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,United States of America,"Atlantic, Northwest",5.4,4.7,6.3,6.72,6.72,6.72,1.32,0.42,2.02,0.64,0.44,12,0,1,0.11
275,Greater amberjack,Seriola dumerili,finfish,Miscellaneous pelagic fishes,United States of America,"Atlantic, Western Central",248.6,217.6,290.1,310.8,310.8,310.8,62.2,20.7,93.2,0.64,0.44,555,0,1,0.11
276,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,Angola,"Atlantic, Southeast",319,279.2,372.2,421.35,421.35,421.35,102.35,49.15,142.15,0.67,0.47,795,0,1,0.13
277,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,Argentina,"Atlantic, Southwest",2,1.7,2.3,2.65,2.65,2.65,0.65,0.35,0.95,0.67,0.47,5,0,1,0.13
278,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,Australia,"Indian Ocean, Eastern",3.2,2.8,3.7,4.24,4.24,4.24,1.04,0.54,1.44,0.67,0.47,8,0,1,0.13
279,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,Australia,"Pacific, Southwest",40.1,35.1,46.9,53,53,53,12.9,6.1,17.9,0.67,0.47,100,0,1,0.13
280,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,Brazil,"Atlantic, Southwest",397.3,347.6,463.5,524.7,524.7,524.7,127.4,61.2,177.1,0.67,0.47,990,0,1,0.13
281,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,South Africa,"Atlantic, Southeast",279.7,244.7,326.3,369.41,369.41,369.41,89.71,43.11,124.71,0.67,0.47,697,0,1,0.13
282,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,South Africa,"Indian Ocean, Western",1.6,1.4,1.9,2.12,2.12,2.12,0.52,0.22,0.72,0.67,0.47,4,0,1,0.13
283,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,United Kingdom,"Indian Ocean, Western",0.4,0.3,0.5,0.53,0.53,0.53,0.13,0.03,0.23,0.67,0.47,1,0,1,0.13
284,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,United Kingdom,"Indian Ocean, Eastern",2.8,2.5,3.3,3.71,3.71,3.71,0.91,0.41,1.21,0.67,0.47,7,0,1,0.13
285,Yellowtail amberjack,Seriola lalandi,finfish,Miscellaneous pelagic fishes,United States of America,"Pacific, Eastern Central",10,8.7,11.7,13.25,13.25,13.25,3.25,1.55,4.55,0.67,0.47,25,0,1,0.13
286,Longfin yellowtail,Seriola rivoliana,finfish,Miscellaneous pelagic fishes,Bermuda,"Atlantic, Western Central",4.8,4.2,5.7,6.63,6.63,6.63,1.83,0.93,2.43,0.69,0.49,13,0,1,0.14
287,Longfin yellowtail,Seriola rivoliana,finfish,Miscellaneous pelagic fishes,Spain,"Atlantic, Eastern Central",7.4,6.5,8.7,10.2,10.2,10.2,2.8,1.5,3.7,0.69,0.49,20,0,1,0.14
288,Longfin yellowtail,Seriola rivoliana,finfish,Miscellaneous pelagic fishes,United States of America,"Atlantic, Western Central",27.5,24.1,32.1,37.74,37.74,37.74,10.24,5.64,13.64,0.69,0.49,74,0,1,0.14
289,Longfin yellowtail,Seriola rivoliana,finfish,Miscellaneous pelagic fishes,"Venezuela, Boliv Rep of","Atlantic, Western Central",121.1,106,141.3,166.26,166.26,166.26,45.16,24.96,60.26,0.69,0.49,326,0,1,0.14
290,Marbled spinefoot,Siganus rivulatus,finfish,Miscellaneous coastal fishes,Cyprus,Mediterranean and Black Sea,4.1,3.6,4.8,6.97,6.97,6.97,2.87,2.17,3.37,0.79,0.59,17,0.02,1,0.17
291,Senegalese sole,Solea senegalensis,finfish,"Flounders, halibuts, soles",France,"Atlantic, Northeast",287.2,251.3,335.1,281.68,250.48,323.28,-5.52,-11.82,-0.82,0.38,0.18,39,260,0,-0.14
292,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Albania,Mediterranean and Black Sea,54.6,47.8,63.8,51,51,51,-3.6,-12.8,3.2,0.45,0.25,68,0,0,-0.05
293,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Algeria,Mediterranean and Black Sea,148.6,130.1,173.4,138.75,138.75,138.75,-9.85,-34.65,8.65,0.45,0.25,185,0,0,-0.05
294,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Belgium,"Atlantic, Northeast",2065.2,1807.1,2409.4,1927.5,1927.5,1927.5,-137.7,-481.9,120.4,0.45,0.25,2570,0,0,-0.05
295,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Channel Islands,"Atlantic, Northeast",2.4,2.1,2.8,2.25,2.25,2.25,-0.15,-0.55,0.15,0.45,0.25,3,0,0,-0.05
296,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Croatia,Mediterranean and Black Sea,151.1,132.1,176.2,141,141,141,-10.1,-35.2,8.9,0.45,0.25,188,0,0,-0.05
297,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Denmark,"Atlantic, Northeast",521.5,456.3,608.5,486.75,486.75,486.75,-34.75,-121.75,30.45,0.45,0.25,649,0,0,-0.05
298,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Egypt,Mediterranean and Black Sea,526.3,460.6,614.1,491.25,491.25,491.25,-35.05,-122.85,30.65,0.45,0.25,655,0,0,-0.05
299,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",France,"Atlantic, Northeast",4140.8,3623.2,4830.9,3864.75,3864.75,3864.75,-276.05,-966.15,241.55,0.45,0.25,5153,0,0,-0.05
300,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",France,Mediterranean and Black Sea,92.4,80.9,107.9,86.25,86.25,86.25,-6.15,-21.65,5.35,0.45,0.25,115,0,0,-0.05
301,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Germany,"Atlantic, Northeast",706.3,618.1,824.1,659.25,659.25,659.25,-47.05,-164.85,41.15,0.45,0.25,879,0,0,-0.05
302,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Greece,"Atlantic, Eastern Central",41.8,36.6,48.8,39,39,39,-2.8,-9.8,2.4,0.45,0.25,52,0,0,-0.05
303,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Greece,Mediterranean and Black Sea,471.8,412.7,550.3,440.25,440.25,440.25,-31.55,-110.05,27.55,0.45,0.25,587,0,0,-0.05
304,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Ireland,"Atlantic, Northeast",162.4,142.1,189.4,151.5,151.5,151.5,-10.9,-37.9,9.4,0.45,0.25,202,0,0,-0.05
305,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Italy,"Atlantic, Eastern Central",16.9,14.7,19.6,15.75,15.75,15.75,-1.15,-3.85,1.05,0.45,0.25,21,0,0,-0.05
306,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Italy,Mediterranean and Black Sea,1894.8,1657.9,2210.6,1768.75,1768.25,1769.45,-126.05,-441.15,110.35,0.45,0.25,2353,5,0,-0.05
307,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Libya,Mediterranean and Black Sea,92.4,80.9,107.9,86.25,86.25,86.25,-6.15,-21.65,5.35,0.45,0.25,115,0,0,-0.05
308,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Morocco,"Atlantic, Eastern Central",2840.6,2485.6,3314.1,2651.25,2651.25,2651.25,-189.35,-662.85,165.65,0.45,0.25,3535,0,0,-0.05
309,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Morocco,Mediterranean and Black Sea,62.7,54.8,73.1,58.5,58.5,58.5,-4.2,-14.6,3.7,0.45,0.25,78,0,0,-0.05
310,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Netherlands,"Atlantic, Northeast",7728,6761.9,9015.9,7212.75,7212.75,7212.75,-515.25,-1803.15,450.85,0.45,0.25,9617,0,0,-0.05
311,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Norway,"Atlantic, Northeast",1.7,1.4,1.9,1.5,1.5,1.5,-0.2,-0.4,0.1,0.45,0.25,2,0,0,-0.1
312,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Portugal,"Atlantic, Northeast",358.6,313.8,418.3,334.9,334.6,335.6,-23.7,-82.7,20.8,0.45,0.25,442,4.29,0,-0.05
313,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Slovenia,Mediterranean and Black Sea,8.9,7.8,10.3,8.25,8.25,8.25,-0.65,-2.05,0.45,0.45,0.25,11,0,0,-0.06
314,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Spain,"Atlantic, Northeast",184,160.9,214.7,171.75,171.75,171.75,-12.25,-42.95,10.85,0.45,0.25,229,0,0,-0.05
315,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Spain,"Atlantic, Eastern Central",19.3,16.9,22.5,18,18,18,-1.3,-4.5,1.1,0.45,0.25,24,0,0,-0.05
316,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Spain,Mediterranean and Black Sea,94.8,82.9,110.6,88.5,88.5,88.5,-6.3,-22.1,5.6,0.45,0.25,118,0,0,-0.05
317,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Sweden,"Atlantic, Northeast",12,10.6,14.1,11.25,11.25,11.25,-0.75,-2.85,0.65,0.45,0.25,15,0,0,-0.05
318,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Tunisia,Mediterranean and Black Sea,789.2,690.5,920.6,736.5,736.5,736.5,-52.7,-184.1,46,0.45,0.25,982,0,0,-0.05
319,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",Turkey,Mediterranean and Black Sea,282.9,247.5,330,264,264,264,-18.9,-66,16.5,0.45,0.25,352,0,0,-0.05
320,Common sole,Solea solea,finfish,"Flounders, halibuts, soles",United Kingdom,"Atlantic, Northeast",1579,1381.6,1842.1,1473.75,1473.75,1473.75,-105.25,-368.35,92.15,0.45,0.25,1965,0,0,-0.05
321,Sobaity seabream,Sparidentex hasta,finfish,Miscellaneous coastal fishes,Bahrain,"Indian Ocean, Western",3.3,2.9,3.8,3.36,3.16,3.66,0.06,-0.14,0.16,0.52,0.32,2,3,1,0.03
322,Sobaity seabream,Sparidentex hasta,finfish,Miscellaneous coastal fishes,Saudi Arabia,"Indian Ocean, Western",66.1,57.8,77.1,68,68,68,1.9,-9.1,10.2,0.52,0.32,100,0,1,0.02
323,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",American Samoa,"Pacific, Eastern Central",197.8,173,230.7,226.92,226.92,226.92,29.12,-3.78,53.92,0.39,0.39,372,0,1,0.08
324,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Angola,"Atlantic, Southeast",257.8,225.6,300.8,295.85,295.85,295.85,38.05,-4.95,70.25,0.39,0.39,485,0,1,0.08
325,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Australia,"Indian Ocean, Eastern",35.6,31.2,41.5,40.87,40.87,40.87,5.27,-0.63,9.67,0.39,0.39,67,0,1,0.08
326,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Australia,"Pacific, Western Central",938.8,821.4,1095.2,1077.26,1077.26,1077.26,138.46,-17.94,255.86,0.39,0.39,1766,0,1,0.08
327,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Australia,"Pacific, Southwest",389.1,340.4,454,446.52,446.52,446.52,57.42,-7.48,106.12,0.39,0.39,732,0,1,0.08
328,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Barbados,"Atlantic, Western Central",172.3,150.7,200.9,197.64,197.64,197.64,25.34,-3.26,46.94,0.39,0.39,324,0,1,0.08
329,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Belize,"Atlantic, Western Central",1149.8,1006.1,1341.5,1319.43,1319.43,1319.43,169.63,-22.07,313.33,0.39,0.39,2163,0,1,0.08
330,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Belize,"Atlantic, Eastern Central",1858.9,1626.5,2168.7,2133.17,2133.17,2133.17,274.27,-35.53,506.67,0.39,0.39,3497,0,1,0.08
331,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Bermuda,"Atlantic, Western Central",4.8,4.1,5.6,5.49,5.49,5.49,0.69,-0.11,1.39,0.39,0.39,9,0,1,0.08
332,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Brazil,"Atlantic, Southwest",1963.1,1717.7,2290.2,2252.73,2252.73,2252.73,289.63,-37.47,535.03,0.39,0.39,3693,0,1,0.08
333,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",British Indian Ocean Ter,"Indian Ocean, Western",1.1,0.9,1.2,1.22,1.22,1.22,0.12,0.02,0.32,0.39,0.39,2,0,1,0.06
334,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",British Virgin Islands,"Atlantic, Western Central",2.6,2.3,3.1,3.05,3.05,3.05,0.45,-0.05,0.75,0.39,0.39,5,0,1,0.09
335,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Brunei Darussalam,"Pacific, Western Central",30.3,26.5,35.3,34.77,34.77,34.77,4.47,-0.53,8.27,0.39,0.39,57,0,1,0.08
336,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Cabo Verde,"Atlantic, Eastern Central",2622.2,2294.5,3059.3,3009.13,3009.13,3009.13,386.93,-50.17,714.63,0.39,0.39,4933,0,1,0.08
337,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Canada,"Atlantic, Northwest",10.6,9.3,12.4,12.2,12.2,12.2,1.6,-0.2,2.9,0.39,0.39,20,0,1,0.08
338,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Chile,"Pacific, Southeast",15.4,13.5,18,17.69,17.69,17.69,2.29,-0.31,4.19,0.39,0.39,29,0,1,0.08
339,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Atlantic, Western Central",6.9,6,8.1,7.93,7.93,7.93,1.03,-0.17,1.93,0.39,0.39,13,0,1,0.08
340,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Atlantic, Eastern Central",152,133,177.4,174.46,174.46,174.46,22.46,-2.94,41.46,0.39,0.39,286,0,1,0.08
341,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Atlantic, Southwest",50,43.7,58.3,57.34,57.34,57.34,7.34,-0.96,13.64,0.39,0.39,94,0,1,0.08
342,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Atlantic, Southeast",39.3,34.4,45.9,45.14,45.14,45.14,5.84,-0.76,10.74,0.39,0.39,74,0,1,0.08
343,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Indian Ocean, Western",927.1,811.2,1081.6,1063.84,1063.84,1063.84,136.74,-17.76,252.64,0.39,0.39,1744,0,1,0.08
344,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Indian Ocean, Eastern",36.1,31.7,42.2,41.48,41.48,41.48,5.38,-0.72,9.78,0.39,0.39,68,0,1,0.08
345,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Northwest",12.7,11.2,14.9,14.64,14.64,14.64,1.94,-0.26,3.44,0.39,0.39,24,0,1,0.08
346,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Western Central",3275,2865.6,3820.9,3758.21,3758.21,3758.21,483.21,-62.69,892.61,0.39,0.39,6161,0,1,0.08
347,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Eastern Central",2462.8,2154.9,2873.2,2826.13,2826.13,2826.13,363.33,-47.07,671.23,0.39,0.39,4633,0,1,0.08
348,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Southwest",146.2,127.9,170.6,167.75,167.75,167.75,21.55,-2.85,39.85,0.39,0.39,275,0,1,0.08
349,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",China,"Pacific, Southeast",36.7,32.1,42.8,42.09,42.09,42.09,5.39,-0.71,9.99,0.39,0.39,69,0,1,0.08
350,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Colombia,"Pacific, Eastern Central",2590.4,2266.5,3022.1,2972.53,2972.53,2972.53,382.13,-49.57,706.03,0.39,0.39,4873,0,1,0.08
351,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Colombia,"Pacific, Southeast",7595.7,6646.1,8861.5,8716.29,8716.29,8716.29,1120.59,-145.21,2070.19,0.39,0.39,14289,0,1,0.08
352,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Comoros,"Indian Ocean, Western",2968.3,2597.3,3463,3406.24,3406.24,3406.24,437.94,-56.76,808.94,0.39,0.39,5584,0,1,0.08
353,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Cook Islands,"Pacific, Eastern Central",166.9,146,194.7,191.54,191.54,191.54,24.64,-3.16,45.54,0.39,0.39,314,0,1,0.08
354,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",C’‚te d'Ivoire,"Atlantic, Eastern Central",167.4,146.5,195.3,192.15,192.15,192.15,24.75,-3.15,45.65,0.39,0.39,315,0,1,0.08
355,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Cura’_ao,"Atlantic, Eastern Central",4259,3726.6,4968.8,4887.32,4887.32,4887.32,628.32,-81.48,1160.72,0.39,0.39,8012,0,1,0.08
356,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Dominica,"Atlantic, Western Central",95.2,83.3,111,109.19,109.19,109.19,13.99,-1.81,25.89,0.39,0.39,179,0,1,0.08
357,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Dominican Republic,"Atlantic, Western Central",186.1,162.8,217,213.5,213.5,213.5,27.4,-3.5,50.7,0.39,0.39,350,0,1,0.08
358,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Ecuador,"Pacific, Western Central",273.2,239.1,318.8,313.54,313.54,313.54,40.34,-5.26,74.44,0.39,0.39,514,0,1,0.08
359,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Ecuador,"Pacific, Eastern Central",5615.5,4913.6,6551.5,6444.04,6444.04,6444.04,828.54,-107.46,1530.44,0.39,0.39,10564,0,1,0.08
360,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Ecuador,"Pacific, Southeast",23989.8,20991.1,27988.1,27529.3,27529.3,27529.3,3539.5,-458.8,6538.2,0.39,0.39,45130,0,1,0.08
